uid,type,value,timestamp,extra
312,session_start,1523127777,1523127777,source:server|ustudy_budget:0|ustudy_mode:1
312,session_start,1523127782,1523127782,source:server|ustudy_budget:0|ustudy_mode:1
312,session_start,1523127795,1523127795,source:server|ustudy_budget:0|ustudy_mode:1
312,session_start,1523127802,1523127802,source:server|ustudy_budget:0|ustudy_mode:1
312,practice_answer,q5a1,1523129314,url:/tutorial/rl/id_1
312,answer,q2a6,1523129297432,
312,answer,q5a1,1523129299375,
312,practice_answer,q2a6,1523129314,url:/tutorial/rl/id_1
312,jumping,/tutorial/rl/id_1,1523129317,url:/tutorial/rl/id_1
312,final_answer,q2a6,1523129317,url:/tutorial/rl/id_1
312,final_answer,q5a1,1523129317,url:/tutorial/rl/id_1
312,practice_answer,q9a6,1523129395,url:/tutorial/rl/id_3
312,answer,q7a1,1523129390780,
312,answer,q9a6,1523129392027,
312,practice_answer,q7a1,1523129395,url:/tutorial/rl/id_3
312,jumping,/tutorial/rl/id_3,1523129412,url:/tutorial/rl/id_3
312,final_answer,q7a1,1523129412,url:/tutorial/rl/id_3
312,final_answer,q9a6,1523129412,url:/tutorial/rl/id_3
312,answer,q12a1,1523129486375,
312,answer,q11a6,1523129492422,
312,practice_answer,q12a1,1523129494,url:/tutorial/rl/twin
312,practice_answer,q11a6,1523129494,url:/tutorial/rl/twin
312,jumping,/tutorial/rl/twin,1523129496,url:/tutorial/rl/twin
312,final_answer,q12a1,1523129496,url:/tutorial/rl/twin
312,final_answer,q11a6,1523129496,url:/tutorial/rl/twin
312,answer,q15a6,1523129551465,
312,answer,q15a1,1523129574319,
312,answer,q16a6,1523129582768,
312,practice_answer,q15a1,1523129584,url:/tutorial/rl/dup
312,practice_answer,q16a6,1523129584,url:/tutorial/rl/dup
312,jumping,/tutorial/rl/dup,1523129586,url:/tutorial/rl/dup
312,final_answer,q15a1,1523129586,url:/tutorial/rl/dup
312,final_answer,q16a6,1523129586,url:/tutorial/rl/dup
312,practice_answer,q18a1,1523129651,url:/tutorial/rl/missing
312,answer,q17a6,1523129649235,
312,answer,q18a1,1523129650179,
312,practice_answer,q17a6,1523129651,url:/tutorial/rl/missing
312,jumping,/tutorial/rl/missing,1523129656,url:/tutorial/rl/missing
312,final_answer,q17a6,1523129656,url:/tutorial/rl/missing
312,final_answer,q18a1,1523129656,url:/tutorial/rl/missing
312,practice_answer,q20a1,1523129694,url:/tutorial/rl/freq
312,answer,q20a1,1523129689324,
312,answer,q19a6,1523129691987,
312,practice_answer,q19a6,1523129694,url:/tutorial/rl/freq
312,jumping,/tutorial/rl/freq,1523129695,url:/tutorial/rl/freq
312,final_answer,q19a6,1523129695,url:/tutorial/rl/freq
312,final_answer,q20a1,1523129695,url:/tutorial/rl/freq
312,main_section_start,1523129711,1523129711,url:/record_linkage
312,answer,p128a2,1523129781484,
312,answer,p196a5,1523129808707,
312,answer,p29a6,1523129828923,
312,answer,p274a2,1523129853185,
312,answer,p363a6,1523129876793,
312,answer,p60a6,1523129900369,
312,next_page,/record_linkage,1523129902,url:/record_linkage
312,final_answer,p128a2,1523129902,url:/record_linkage
312,final_answer,p196a5,1523129902,url:/record_linkage
312,final_answer,p29a6,1523129902,url:/record_linkage
312,final_answer,p274a2,1523129902,url:/record_linkage
312,final_answer,p363a6,1523129902,url:/record_linkage
312,final_answer,p60a6,1523129902,url:/record_linkage
