uid,type,value,timestamp,extra
157,session_start,1523051268,1523051268,source:server|ustudy_budget:minimum|ustudy_mode:4
157,session_start,1523051272,1523051272,source:server|ustudy_budget:minimum|ustudy_mode:4
157,session_start,1523051286,1523051286,source:server|ustudy_budget:minimum|ustudy_mode:4
157,session_start,1523051293,1523051293,source:server|ustudy_budget:minimum|ustudy_mode:4
157,answer,q2a6,1523051964274,
157,answer,q5a1,1523051976770,
157,practice_answer,q2a6,1523051980,url:/tutorial/rl/id_1
157,practice_answer,q5a1,1523051980,url:/tutorial/rl/id_1
157,jumping,/tutorial/rl/id_1,1523051985,url:/tutorial/rl/id_1
157,final_answer,q2a6,1523051985,url:/tutorial/rl/id_1
157,final_answer,q5a1,1523051985,url:/tutorial/rl/id_1
157,answer,q7a6,1523052010768,
157,answer,q9a6,1523052028568,
157,practice_answer,q7a6,1523052030,url:/tutorial/rl/id_3
157,practice_answer,q9a6,1523052030,url:/tutorial/rl/id_3
157,jumping,/tutorial/rl/id_3,1523052032,url:/tutorial/rl/id_3
157,final_answer,q7a6,1523052032,url:/tutorial/rl/id_3
157,final_answer,q9a6,1523052032,url:/tutorial/rl/id_3
157,answer,q12a1,1523052069520,
157,answer,q11a6,1523052076240,
157,practice_answer,q12a1,1523052077,url:/tutorial/rl/twin
157,practice_answer,q11a6,1523052077,url:/tutorial/rl/twin
157,jumping,/tutorial/rl/twin,1523052079,url:/tutorial/rl/twin
157,final_answer,q12a1,1523052079,url:/tutorial/rl/twin
157,final_answer,q11a6,1523052079,url:/tutorial/rl/twin
157,answer,q15a6,1523052116290,
157,answer,q16a6,1523052125554,
157,practice_answer,q15a6,1523052127,url:/tutorial/rl/dup
157,practice_answer,q16a6,1523052127,url:/tutorial/rl/dup
157,jumping,/tutorial/rl/dup,1523052143,url:/tutorial/rl/dup
157,final_answer,q15a6,1523052143,url:/tutorial/rl/dup
157,final_answer,q16a6,1523052143,url:/tutorial/rl/dup
157,practice_answer,q18a5,1523052184,url:/tutorial/rl/missing
157,answer,q17a3,1523052167548,
157,answer,q18a5,1523052182796,
157,practice_answer,q17a3,1523052184,url:/tutorial/rl/missing
157,jumping,/tutorial/rl/missing,1523052186,url:/tutorial/rl/missing
157,final_answer,q17a3,1523052186,url:/tutorial/rl/missing
157,final_answer,q18a5,1523052186,url:/tutorial/rl/missing
157,practice_answer,q20a6,1523052214,url:/tutorial/rl/freq
157,answer,q19a5,1523052194180,
157,answer,q20a6,1523052212893,
157,practice_answer,q19a5,1523052214,url:/tutorial/rl/freq
157,jumping,/tutorial/rl/freq,1523052226,url:/tutorial/rl/freq
157,final_answer,q19a5,1523052226,url:/tutorial/rl/freq
157,final_answer,q20a6,1523052226,url:/tutorial/rl/freq
157,answer,q1a2,1523052258702,
157,answer,q1a6,1523052275772,
157,answer,q2a2,1523052292300,
157,answer,q4a2,1523052307267,
157,answer,q6a5,1523052320507,
157,practice_answer,q1a6,1523052322,url:/tutorial/privacy/practice
157,practice_answer,q2a2,1523052322,url:/tutorial/privacy/practice
157,practice_answer,q6a5,1523052322,url:/tutorial/privacy/practice
157,practice_answer,q4a2,1523052322,url:/tutorial/privacy/practice
157,jumping,/tutorial/privacy/practice,1523052329,url:/tutorial/privacy/practice
157,final_answer,q1a6,1523052329,url:/tutorial/privacy/practice
157,final_answer,q2a2,1523052329,url:/tutorial/privacy/practice
157,final_answer,q4a2,1523052329,url:/tutorial/privacy/practice
157,final_answer,q6a5,1523052329,url:/tutorial/privacy/practice
157,answer,q50053a2,1523052414753,
157,answer,q50054a6,1523052433689,
157,practice_answer,q50053a2,1523052435,url:/tutorial/clickable/decision_making_demo
