uid,type,value,timestamp,extra
200,session_start,1522791045,1522791045,source:server|ustudy_budget:0|ustudy_mode:3
200,session_start,1522791051,1522791051,source:server|ustudy_budget:0|ustudy_mode:3
200,session_start,1522791074,1522791074,source:server|ustudy_budget:0|ustudy_mode:3
200,session_start,1522791081,1522791081,source:server|ustudy_budget:0|ustudy_mode:3
200,answer,q2a6,1522792589306,
200,answer,q5a1,1522792601921,
200,practice_answer,q2a6,1522792604,url:/tutorial/rl/id_1
200,practice_answer,q5a1,1522792604,url:/tutorial/rl/id_1
200,jumping,/tutorial/rl/id_1,1522792607,url:/tutorial/rl/id_1
200,final_answer,q2a6,1522792607,url:/tutorial/rl/id_1
200,final_answer,q5a1,1522792607,url:/tutorial/rl/id_1
200,answer,q7a6,1522792762498,
200,answer,q9a1,1522792788194,
200,practice_answer,q7a6,1522792789,url:/tutorial/rl/id_3
200,practice_answer,q9a1,1522792789,url:/tutorial/rl/id_3
200,jumping,/tutorial/rl/id_3,1522792829,url:/tutorial/rl/id_3
200,final_answer,q7a6,1522792829,url:/tutorial/rl/id_3
200,final_answer,q9a1,1522792829,url:/tutorial/rl/id_3
200,answer,q12a5,1522792881388,
200,answer,q12a2,1522792920537,
200,answer,q11a6,1522792937466,
200,practice_answer,q12a2,1522792940,url:/tutorial/rl/twin
200,practice_answer,q11a6,1522792940,url:/tutorial/rl/twin
200,jumping,/tutorial/rl/twin,1522792943,url:/tutorial/rl/twin
200,final_answer,q12a2,1522792943,url:/tutorial/rl/twin
200,final_answer,q11a6,1522792943,url:/tutorial/rl/twin
200,answer,q15a1,1522793006721,
200,answer,q16a6,1522793026737,
200,practice_answer,q15a1,1522793029,url:/tutorial/rl/dup
200,practice_answer,q16a6,1522793029,url:/tutorial/rl/dup
200,jumping,/tutorial/rl/dup,1522793031,url:/tutorial/rl/dup
200,final_answer,q15a1,1522793031,url:/tutorial/rl/dup
200,final_answer,q16a6,1522793031,url:/tutorial/rl/dup
200,answer,q17a2,1522793098983,
200,answer,q18a6,1522793105854,
200,practice_answer,q17a2,1522793108,url:/tutorial/rl/missing
200,practice_answer,q18a6,1522793108,url:/tutorial/rl/missing
200,jumping,/tutorial/rl/missing,1522793109,url:/tutorial/rl/missing
200,final_answer,q17a2,1522793109,url:/tutorial/rl/missing
200,final_answer,q18a6,1522793109,url:/tutorial/rl/missing
200,practice_answer,q20a1,1522793151,url:/tutorial/rl/freq
200,answer,q19a6,1522793143255,
200,answer,q20a1,1522793149917,
200,practice_answer,q19a6,1522793151,url:/tutorial/rl/freq
200,jumping,/tutorial/rl/freq,1522793152,url:/tutorial/rl/freq
200,final_answer,q19a6,1522793152,url:/tutorial/rl/freq
200,final_answer,q20a1,1522793152,url:/tutorial/rl/freq
200,answer,q1a6,1522793390729,
