u_id,grade30,grade36,kapr,mean_confidence,mean_confidence_right,mean_confidence_wrong,percent_attention,percent30,percent36,page_1_kapr,page_2_kapr,page_3_kapr,page_4_kapr,page_5_kapr,page_6_kapr,mode,mode_description,page_1_attention,page_2_attention,page_3_attention,page_4_attention,page_5_attention,page_6_attention,page_1_score,page_2_score,page_3_score,page_4_score,page_5_score,page_6_score,duration,date,section,moderate,minimum,budget,budget_percent_used
211,27,33,8.260307496642765,2.9444444444444446,2.9393939393939394,3,1,90,91.66666666666666,0.9416870472186065,2.066067985926856,1.6978058731981767,0.7610830527497194,1.871044489930358,0.9226190476190488,2,Clickable w/out meter,1,1,1,1,1,1,1,0.6,1,1,0.8,1,8.7,2018-04-06T19:02:31Z,2,36.886574,6.475996,100,8.260307496642765
213,27,33,2.9964809158490193,2.8055555555555554,2.8181818181818183,2.6666666666666665,1,90,91.66666666666666,0.8172460536271778,0.3725403677275736,0.6519883388556746,0.030860692625399366,0.6995910188844965,0.4242544441286974,4,Clickable & meter with high limit,1,1,1,1,1,1,1,0.8,0.8,1,0.8,1,14.8166666666667,2018-04-02T19:00:06Z,2,36.06573,5.752679,36.06573,8.308388367153581
214,27,33,5.864913541148618,2.6944444444444446,2.727272727272727,2.3333333333333335,1,90,91.66666666666666,0.56161315686433,1.0928480089217678,0.32467532467532534,0.4040948275862073,1.1703996486605188,2.311282574440469,3,Clickable & meter with no limit,1,1,1,1,1,1,1,0.8,0.8,1,1,0.8,10.75,2018-04-03T21:30:01Z,2,36.234488,5.093492,100,5.864913541148618
223,24,30,21.98077791989678,2.9166666666666665,2.966666666666667,2.6666666666666665,1,80,83.33333333333334,2.2926243210576733,3.7298598472795925,3.507449220741765,4.976810912375929,3.513497505095453,3.9605361133463677,2,Clickable w/out meter,1,1,1,1,1,1,1,0.8,0.6,0.8,1,0.6,9.1,2018-04-06T19:12:04Z,2,36.06573,5.752679,100,21.98077791989678
225,30,36,9.595789940575392,2.361111111111111,2.361111111111111,NaN,1,100,100,1.6994114650364647,2.274412444901299,1.6924631568927728,0.3426035358216968,3.148419866692906,0.43847947123025266,4,Clickable & meter with high limit,1,1,1,1,1,1,1,1,1,1,1,1,13.9666666666667,2018-04-02T18:58:29Z,2,37.615918,5.056235,37.615918,25.50991827602185
232,18,24,0.28502674086071855,2.2222222222222223,2.5416666666666665,1.5833333333333333,1,60,66.66666666666666,0.22550293133690946,0.05952380952380909,0,0,0,0,3,Clickable & meter with no limit,1,1,1,1,1,1,0.8,0.2,0.6,0.6,0.8,0.6,8.33333333333333,2018-04-03T21:35:12Z,2,37.772831,5.606789,100,0.28502674086071855
233,23,29,16.33150702205276,3,3,3,1,76.66666666666667,80.55555555555556,2.7187908162172842,2.7317169917778754,1.6023812852163597,5.359079715697366,1.904683067617226,2.01485514552665,4,Clickable & meter with high limit,1,1,1,1,1,1,1,0.6,0.8,0.6,0.8,0.8,12.15,2018-04-02T19:03:42Z,2,36.06573,5.752679,36.06573,45.28261876871135
239,25,30,0.061274509803921566,2.0833333333333335,2.1666666666666665,1.6666666666666667,0.8333333333333334,83.33333333333334,83.33333333333334,0,0.061274509803921566,0,0,0,0,4,Clickable & meter with high limit,1,0,1,1,1,1,1,0.8,0.6,1,0.8,0.8,7.86666666666667,2018-04-02T18:45:02Z,2,35.685805,6.00199,35.685805,0.1717055557634795
242,27,33,5.036975416531058,2.9444444444444446,2.9393939393939394,3,1,90,91.66666666666666,0.5864197530864192,1.2615212051933906,1.0292154710660661,0,0.5971170033670026,1.562701983818179,5,Clickable & meter wih limit,1,1,1,1,1,1,1,0.6,1,1,0.8,1,7.58333333333333,2018-04-06T21:41:30Z,2,37.772831,5.606789,5.606789,89.83707816597088
243,27,33,0,1.5,1.5454545454545454,1,1,90,91.66666666666666,0,0,0,0,0,0,1,Full disclosure,1,1,1,1,1,1,1,0.8,0.6,1,1,1,16.1333333333333,2018-04-07T18:52:46Z,2,36.06573,5.752679,100,0
249,26,32,0,2.7222222222222223,2.8125,2,1,86.66666666666667,88.88888888888889,0,0,0,0,0,0,1,Full disclosure,1,1,1,1,1,1,1,0.8,0.8,1,0.8,0.8,7.21666666666667,2018-04-07T18:59:56Z,2,35.685805,6.00199,100,0
250,29,35,5.44479041628504,1.6388888888888888,1.6571428571428573,1,1,96.66666666666667,97.22222222222221,0.9931219310961917,1.3247372348249544,1.145243585881646,0.05952380952380931,1.3759021327098755,0.5462617222485627,5,Clickable & meter wih limit,1,1,1,1,1,1,0.8,1,1,1,1,1,19.7,2018-04-06T21:32:48Z,2,36.319067,5.675096,5.675096,95.94182047819173
