u_id,section,page,page_score,attention
87,8,1,1,2
87,8,2,1,1
87,8,3,0.8888888888888888,1
87,8,4,0.375,1
87,8,5,0.6363636363636364,1
87,8,6,0.75,0
87,9,1,0.8461538461538461,1
87,9,2,0.7777777777777778,1
87,9,3,1,2
87,9,4,0.75,0
87,9,5,1,2
87,9,6,0.5833333333333334,0
87,10,1,0.2,3
87,10,2,0.3076923076923077,1
87,10,3,0.3333333333333333,0
87,10,4,1,1
87,10,5,1,1
87,10,6,0.21428571428571427,0
90,1,1,0.8,1
90,1,2,0.4,1
90,1,3,1,1
90,1,4,1,1
90,1,5,1,1
90,1,6,1,1
90,2,1,0.8,1
90,2,2,0.8,1
90,2,3,1,1
90,2,4,0.8,1
90,2,5,0.8,1
90,2,6,0.8,1
90,3,1,1,1
90,3,2,0.8,1
90,3,3,0.6,1
90,3,4,0.8,1
90,3,5,0.8,1
90,3,6,0.8,1
90,4,1,0.8,1
90,4,2,0.8,1
90,4,3,1,1
90,4,4,0.8,1
90,4,5,1,1
90,4,6,0.8,1
90,5,1,1,1
90,5,2,0.6,1
90,5,3,0.8,1
90,5,4,0.8,1
90,5,5,0.8,1
90,5,6,0.8,1
90,6,1,1,1
90,6,2,1,1
90,6,3,0.6,1
90,6,4,1,1
90,6,5,0.8,1
90,6,6,0.8,1
90,7,1,1,2
90,7,2,0.4,1
90,7,3,1,1
90,7,4,1,1
90,7,5,0.8,1
90,7,6,1,0
90,8,1,0.5,2
90,8,2,0.625,1
90,8,3,1,1
90,8,4,0.875,1
90,8,5,1,1
90,8,6,0.875,0
90,9,1,1,1
90,9,2,0.3333333333333333,0
90,9,3,1,2
90,9,4,1,0
90,9,5,1,2
90,9,6,1,0
90,10,1,1,2
90,10,2,1,1
90,10,3,0.8333333333333334,0
90,10,4,1,1
90,10,5,1,1
90,10,6,0.35714285714285715,0
91,1,1,0.8,1
91,1,2,0.8,1
91,1,3,0.6,1
91,1,4,0.8,1
91,1,5,0.8,1
91,1,6,0.8,1
91,2,1,1,1
91,2,2,1,1
91,2,3,0.8,1
91,2,4,1,1
91,2,5,0.8,1
91,2,6,0.8,1
91,3,1,0.8,1
91,3,2,0.8,1
91,3,3,0.6,1
91,3,4,1,1
91,3,5,0.6,1
91,3,6,0.8,1
91,4,1,1,1
91,4,2,0.8,1
91,4,3,0.8,1
91,4,4,1,1
91,4,5,0.8,1
91,4,6,1,1
91,5,1,0.8,1
91,5,2,0.8,1
91,5,3,0.8,1
91,5,4,1,1
91,5,5,0.8,1
91,5,6,0.8,1
91,6,1,0.8571428571428571,1
91,6,2,1,1
91,6,3,0.6,1
91,6,4,1,1
91,6,5,1,1
91,6,6,0.8,1
91,7,1,1,2
91,7,2,1,1
91,7,3,1,1
91,7,4,1,1
91,7,5,1,1
91,7,6,0.9166666666666666,0
91,8,1,0.75,2
91,8,2,0.625,1
91,8,3,1,1
91,8,4,1,1
91,8,5,1,1
91,8,6,0.875,0
93,1,1,1,1
93,1,2,1,1
93,1,3,0.8,1
93,1,4,1,1
93,1,5,0.8,1
93,1,6,0.8,1
93,2,1,1,1
93,2,2,1,1
93,2,3,0.6,1
93,2,4,1,1
93,2,5,1,1
93,2,6,0.8,1
93,3,1,1,1
93,3,2,0.8,1
93,3,3,1,1
93,3,4,1,1
93,3,5,0.6,1
93,3,6,0.8,1
93,4,1,1,0
93,4,2,1,1
93,4,3,1,1
93,4,4,1,0
93,4,5,1,1
93,4,6,0.75,0
99,1,1,0.8,1
99,1,2,0.8,1
99,1,3,1,1
99,1,4,0.6,1
99,1,5,0.8,1
99,1,6,1,1
99,2,1,1,1
99,2,2,1,1
99,2,3,0.6,1
99,2,4,1,1
99,2,5,0.8,1
99,2,6,1,1
99,3,1,1,1
99,3,2,0.8,1
99,3,3,1,1
99,3,4,0.8,1
99,3,5,1,1
99,3,6,1,1
99,4,1,0.8,1
99,4,2,0.8,1
99,4,3,0.6,1
99,4,4,1,1
99,4,5,1,1
99,4,6,1,1
99,5,1,1,1
99,5,2,1,1
99,5,3,0.8,1
99,5,4,1,1
99,5,5,1,1
99,5,6,0.8,1
99,6,1,1,1
99,6,2,1,1
99,6,3,1,1
99,6,4,1,1
99,6,5,0.6,1
99,6,6,1,1
99,7,1,1,2
99,7,2,0.5384615384615384,1
99,7,3,1,1
99,7,4,1,1
99,7,5,1,1
99,7,6,1,0
99,8,1,0.75,2
99,8,2,0.875,1
99,8,3,1,1
99,8,4,0.875,1
99,8,5,1,1
99,8,6,1,0
100,1,1,0.8,1
100,1,2,0.6,1
100,1,3,1,1
100,1,4,0.8,1
100,1,5,1,1
100,1,6,1,1
100,2,1,1,1
100,2,2,0.8,1
100,2,3,0.6,1
100,2,4,0.8,1
100,2,5,0.8,1
100,2,6,1,1
100,3,1,1,1
100,3,2,1,1
100,3,3,0.8,1
100,3,4,0.8,1
100,3,5,0.6,1
100,3,6,0.8,1
100,4,1,1,0
100,4,2,0.75,1
100,4,3,1,1
100,4,4,0.75,1
100,4,5,1,1
100,4,6,0.75,1
100,5,1,1,0
100,5,2,0.5,1
100,5,3,0.8,1
100,5,4,1,1
100,5,5,1,1
100,5,6,1,1
100,6,1,1,1
100,6,2,0.8,0
100,6,3,0.4,1
100,6,4,1,1
100,6,5,0.8,1
100,6,6,1,1
100,7,1,1,1
100,7,2,0.5384615384615384,1
100,7,3,1,1
100,7,4,1,1
100,7,5,1,1
100,7,6,0.9166666666666666,0
100,8,1,1,2
100,8,2,1,1
100,8,3,1,1
100,8,4,0.5,1
100,8,5,1,1
100,8,6,0.875,0
100,9,1,1,0
100,9,2,0.4,0
100,9,3,1,2
100,9,4,0.8,0
100,9,5,1,2
100,9,6,1,0
102,1,1,0.6,1
102,1,2,0.8,1
102,1,3,0.6,1
102,1,4,0.8,1
102,1,5,0.6,1
102,1,6,0.8,1
102,2,1,0.8,1
102,2,2,0.8,1
102,2,3,0.6,1
102,2,4,1,1
102,2,5,0.6,1
102,2,6,1,1
102,3,1,0.8,1
102,3,2,0.8,1
102,3,3,1,1
102,3,4,1,1
102,3,5,1,1
102,3,6,1,1
102,4,1,0.8,1
102,4,2,0.75,1
102,4,3,0.8,1
102,4,4,1,1
102,4,5,0.8,1
102,4,6,0.8,1
102,5,1,0.8,1
102,5,2,1,1
102,5,3,0.8,1
102,5,4,0.8,1
102,5,5,0.4,1
102,5,6,1,0
102,6,1,1,1
102,6,2,1,1
102,6,3,0.4,1
102,6,4,1,1
102,6,5,0.8,1
102,6,6,0.8,1
102,7,1,1,2
102,7,2,0.6153846153846154,1
102,7,3,1,1
102,7,4,1,1
102,7,5,0.8,1
102,7,6,1,0
102,8,1,1,2
102,8,2,1,1
102,8,3,0.7777777777777778,1
102,8,4,0.375,1
102,8,5,1,1
102,8,6,1,0
108,1,1,0.8,1
108,1,2,0.6,0
108,1,3,1,1
108,1,4,0.8,1
108,1,5,0.6,1
108,1,6,1,1
108,2,1,1,1
108,2,2,0.6,1
108,2,3,0.8,1
108,2,4,1,1
108,2,5,1,1
108,2,6,1,1
108,3,1,0.8,1
108,3,2,0.6,1
108,3,3,0.8,1
108,3,4,0.6,1
108,3,5,1,1
108,3,6,0.8,1
108,4,1,0.8,1
108,4,2,0.4,1
108,4,3,1,1
108,4,4,0.8,1
108,4,5,1,1
108,4,6,1,1
108,5,1,0.8,0
108,5,2,0.5,1
108,5,3,0.6,1
108,5,4,0.75,1
108,5,5,0.6666666666666666,1
108,5,6,0.75,1
108,6,1,0.7142857142857143,1
108,6,2,1,1
108,6,3,1,1
108,6,4,1,1
108,6,5,1,1
108,6,6,1,1
108,7,1,0.6666666666666666,2
108,7,2,0.15384615384615385,1
108,7,3,0.7777777777777778,1
108,7,4,1,1
108,7,5,0.8,1
108,7,6,0.9166666666666666,0
108,8,1,1,2
108,8,2,0.75,1
108,8,3,1,1
108,8,4,1,1
108,8,5,1,1
108,8,6,0.875,0
108,9,1,0.6923076923076923,1
108,9,2,0.6666666666666666,1
108,9,3,1,2
108,9,4,1,0
108,9,5,1,2
108,9,6,1,0
108,10,1,0,3
108,10,2,1,1
108,10,3,1,0
108,10,4,1,1
108,10,5,1,1
108,10,6,1,0
110,1,1,0.8,1
110,1,2,0.8,1
110,1,3,1,1
110,1,4,0.8,1
110,1,5,1,1
110,1,6,0.8,1
110,2,1,0.8,1
110,2,2,0.8,1
110,2,3,0.8,1
110,2,4,1,1
110,2,5,1,1
110,2,6,0.8,1
110,3,1,1,0
110,3,2,0.25,1
110,3,3,0.8,1
110,3,4,1,1
110,3,5,1,1
110,3,6,0.75,1
111,1,1,0.8,1
111,1,2,0.8,1
111,1,3,0.6,1
111,1,4,1,1
111,1,5,1,1
111,1,6,0.8,1
111,2,1,1,1
111,2,2,0.6,1
111,2,3,0.8,1
111,2,4,1,1
111,2,5,0.4,1
111,2,6,1,1
111,3,1,0.8,1
111,3,2,0.4,1
111,3,3,0.8,1
111,3,4,1,1
111,3,5,0.8,1
111,3,6,1,1
111,4,1,1,1
111,4,2,0.6,1
111,4,3,0.8,1
111,4,4,1,1
111,4,5,0.8,1
111,4,6,0.8,1
111,5,1,0.8,1
111,5,2,1,1
111,5,3,1,1
111,5,4,0.8,1
111,5,5,0.8,1
111,5,6,1,1
111,6,1,1,1
111,6,2,1,1
111,6,3,0.6,1
111,6,4,1,1
111,6,5,0.8,1
111,6,6,1,1
111,7,1,1,2
111,7,2,0.5384615384615384,1
111,7,3,1,1
111,7,4,1,1
111,7,5,1,1
111,7,6,1,0
111,8,1,0.5,2
111,8,2,0.75,1
111,8,3,1,1
111,8,4,0.875,1
111,8,5,0.9090909090909091,1
111,8,6,1,0
111,9,1,1,1
111,9,2,0.3333333333333333,1
111,9,3,1,2
111,9,4,1,0
111,9,5,1,2
111,9,6,1,0
111,10,1,1,3
111,10,2,0.8461538461538461,1
111,10,3,1,0
111,10,4,0.9230769230769231,1
111,10,5,0.8666666666666667,1
111,10,6,1,0
112,1,1,0.4,1
112,1,2,0.4,1
112,1,3,0.6,1
112,1,4,0.6,1
112,1,5,0.8,1
112,1,6,0.8,1
112,2,1,1,1
112,2,2,0.8,0
112,2,3,0.8,1
112,2,4,1,1
112,2,5,1,1
112,2,6,0.8,1
112,3,1,0.8,1
112,3,2,0.8,0
112,3,3,1,1
112,3,4,0.8,1
112,3,5,0.6,1
112,3,6,0.6,1
112,4,1,0.8,1
112,4,2,0.8,1
112,4,3,0.6,1
112,4,4,0.6,1
112,4,5,0.6,1
112,4,6,0.8,1
112,5,1,0.8,0
112,5,2,0.5,1
112,5,3,0.8,1
112,5,4,0.75,1
112,5,5,0.6666666666666666,1
112,5,6,0.75,1
119,1,1,0.8,1
119,1,2,0.6,0
119,1,3,1,1
119,1,4,0.8,1
119,1,5,0.8,1
119,1,6,0.8,1
119,2,1,1,0
119,2,2,0.75,1
119,2,3,0.6,1
119,2,4,0.75,1
119,2,5,1,1
119,2,6,0.75,1
119,3,1,0.8,1
119,3,2,0.8,1
119,3,3,0.6,1
119,3,4,0.8,1
119,3,5,1,1
119,3,6,1,1
119,4,1,1,1
119,4,2,1,1
119,4,3,0.8,1
119,4,4,0.8,1
119,4,5,1,1
119,4,6,0.8,1
119,5,1,1,1
119,5,2,0.8,1
119,5,3,0.6,1
119,5,4,1,1
119,5,5,0.8,1
119,5,6,0.6,1
119,6,1,1,0
119,6,2,1,1
119,6,3,0.8,1
119,6,4,0.8,1
119,6,5,1,1
119,6,6,0.6,1
119,7,1,1,2
119,7,2,1,1
119,7,3,1,1
119,7,4,1,1
119,7,5,1,1
119,7,6,1,0
119,8,1,1,2
119,8,2,1,1
119,8,3,1,1
119,8,4,1,1
119,8,5,1,1
119,8,6,0.875,0
119,9,1,1,1
119,9,2,0.7777777777777778,1
119,9,3,1,2
119,9,4,1,0
119,9,5,1,2
119,9,6,1,0
119,10,1,1,3
119,10,2,1,1
119,10,3,1,0
119,10,4,1,1
119,10,5,1,1
119,10,6,0.35714285714285715,0
121,1,1,0.8,0
121,1,2,0.6,1
121,1,3,0.8,1
121,1,4,1,1
121,1,5,1,1
121,1,6,0.8,1
121,2,1,1,1
121,2,2,0.6,1
121,2,3,0.6,1
121,2,4,1,1
121,2,5,0.6,1
121,2,6,1,1
121,3,1,0.8,1
121,3,2,0.8,0
121,3,3,0.6,1
121,3,4,0.8,1
121,3,5,0.6,1
121,3,6,0.8,1
121,4,1,0.8,1
121,4,2,0.8,0
121,4,3,0.6,1
121,4,4,1,1
121,4,5,0.8,1
121,4,6,0.8,1
121,5,1,0.8,1
121,5,2,1,1
121,5,3,0.8,1
121,5,4,1,1
121,5,5,1,1
121,5,6,0.8,1
122,1,1,0.8,1
122,1,2,0.6,1
122,1,3,0.8,1
122,1,4,1,1
122,1,5,0.8,1
122,1,6,0.8,1
122,2,1,1,1
122,2,2,1,1
122,2,3,0.6,1
122,2,4,1,1
122,2,5,0.8,1
122,2,6,0.8,1
122,3,1,0.8,1
122,3,2,1,0
122,3,3,1,1
122,3,4,1,1
122,3,5,1,1
122,3,6,0.8,1
122,4,1,0.8,1
122,4,2,0.8,0
122,4,3,0.6,1
122,4,4,1,1
122,4,5,0.8,1
122,4,6,0.8,1
122,5,1,0.8,1
122,5,2,0.8,0
122,5,3,0.6,1
122,5,4,0.8,1
122,5,5,0.8,1
122,5,6,1,1
125,1,1,0.8,1
125,1,2,0.4,0
125,1,3,0.6,1
125,1,4,0.8,1
125,1,5,1,1
125,1,6,0.8,1
125,2,1,0.8,1
125,2,2,1,1
125,2,3,0.6,1
125,2,4,1,1
125,2,5,0.8,1
125,2,6,1,1
125,3,1,1,1
125,3,2,0.8,1
125,3,3,0.8,1
125,3,4,1,1
125,3,5,1,1
125,3,6,1,1
125,4,1,0.8,1
125,4,2,1,0
125,4,3,1,1
125,4,4,0.6,1
125,4,5,0.8,1
125,4,6,0.8,1
125,5,1,1,1
125,5,2,0.8,1
125,5,3,0.8,1
125,5,4,0.8,1
125,5,5,1,1
125,5,6,1,1
125,6,1,1,0
125,6,2,1,1
125,6,3,0.5,1
125,6,4,1,0
125,6,5,1,1
125,6,6,1,0
127,1,1,0.8,1
127,1,2,1,1
127,1,3,0.8,1
127,1,4,1,1
127,1,5,0.8,1
127,1,6,1,1
127,2,1,0.8,1
127,2,2,0.8,1
127,2,3,0.8,1
127,2,4,1,1
127,2,5,1,1
127,2,6,0.8,1
127,3,1,1,1
127,3,2,1,1
127,3,3,0.8,1
127,3,4,1,1
127,3,5,0.8,1
127,3,6,0.8,1
127,4,1,1,1
127,4,2,1,1
127,4,3,0.8,1
127,4,4,1,1
127,4,5,1,1
127,4,6,0.8,1
127,5,1,1,1
127,5,2,0.6,1
127,5,3,0.8,1
127,5,4,1,1
127,5,5,1,1
127,5,6,0.8,1
127,6,1,0.8571428571428571,1
127,6,2,0.8,1
127,6,3,0.8,1
127,6,4,1,1
127,6,5,1,1
127,6,6,1,1
127,7,1,1,2
127,7,2,1,1
127,7,3,1,1
127,7,4,1,1
127,7,5,0.8,1
127,7,6,0.9166666666666666,0
127,8,1,1,2
127,8,2,1,1
127,8,3,1,1
127,8,4,1,1
127,8,5,1,1
127,8,6,1,0
130,1,1,0.8,1
130,1,2,0.8,1
130,1,3,1,1
130,1,4,1,1
130,1,5,0.8,1
130,1,6,1,1
130,2,1,0.4,1
130,2,2,0.8,1
130,2,3,1,1
130,2,4,0.8,1
130,2,5,0.8,1
130,2,6,1,1
130,3,1,1,0
130,3,2,0.8,1
130,3,3,1,1
130,3,4,0.8,1
130,3,5,1,1
130,3,6,0.8,1
130,4,1,1,1
130,4,2,0.6,1
130,4,3,1,1
130,4,4,0.8,1
130,4,5,1,1
130,4,6,0.8,1
130,5,1,0.8,1
130,5,2,0.6,1
130,5,3,0.8,1
130,5,4,1,1
130,5,5,0.8,1
130,5,6,1,1
130,6,1,0.42857142857142855,1
130,6,2,0.8,1
130,6,3,0.8,1
130,6,4,1,1
130,6,5,0.8,1
130,6,6,1,1
130,7,1,1,2
130,7,2,0.46153846153846156,1
130,7,3,1,1
130,7,4,1,1
130,7,5,1,1
130,7,6,1,0
131,1,1,0.8,1
131,1,2,1,1
131,1,3,0.8,1
131,1,4,0.6,1
131,1,5,1,1
131,1,6,0.8,1
131,2,1,1,1
131,2,2,1,1
131,2,3,0.6,1
131,2,4,1,1
131,2,5,0.8,1
131,2,6,1,1
131,3,1,0.8,1
131,3,2,0.8,1
131,3,3,0.6,1
131,3,4,0.8,1
131,3,5,0.8,1
131,3,6,0.8,1
131,4,1,1,1
131,4,2,0.8,1
131,4,3,1,1
131,4,4,1,1
131,4,5,1,1
131,4,6,1,1
131,5,1,0.8,0
131,5,2,0.8,1
131,5,3,0.8,1
131,5,4,1,1
131,5,5,1,1
131,5,6,1,1
131,6,1,1,1
131,6,2,0.8,1
131,6,3,0.8,1
131,6,4,1,1
131,6,5,0.8,1
131,6,6,1,1
131,7,1,1,2
131,7,2,1,1
131,7,3,1,1
131,7,4,1,1
131,7,5,1,1
131,7,6,1,0
132,1,1,0.6,1
132,1,2,0.6,1
132,1,3,0.8,1
132,1,4,0.8,1
132,1,5,1,1
132,1,6,0.8,1
132,2,1,0.8,1
132,2,2,0.8,1
132,2,3,0.8,1
132,2,4,0.6,1
132,2,5,1,1
132,2,6,1,1
132,3,1,1,1
132,3,2,0.8,1
132,3,3,1,1
132,3,4,0.8,1
132,3,5,0.6,1
132,3,6,0.8,1
132,4,1,0.8,1
132,4,2,1,1
132,4,3,0.8,1
132,4,4,0.8,1
132,4,5,0.8,1
132,4,6,1,1
132,5,1,1,1
132,5,2,0.8,1
132,5,3,0.8,1
132,5,4,1,1
132,5,5,0.6,1
132,5,6,1,1
132,6,1,1,1
132,6,2,1,1
132,6,3,0.8,1
132,6,4,1,1
132,6,5,0.8,1
132,6,6,1,1
132,7,1,1,2
132,7,2,0.3076923076923077,1
132,7,3,1,1
132,7,4,1,1
132,7,5,0.8,1
132,7,6,1,0
132,8,1,1,2
132,8,2,0.875,1
132,8,3,1,1
132,8,4,0.875,1
132,8,5,0.9090909090909091,1
132,8,6,1,0
132,9,1,1,1
132,9,2,0.5555555555555556,1
132,9,3,1,2
132,9,4,0.875,0
132,9,5,1,2
132,9,6,1,0
132,10,1,0.6,3
132,10,2,0.5384615384615384,1
132,10,3,0.8333333333333334,0
132,10,4,0.9230769230769231,1
132,10,5,0.8666666666666667,1
132,10,6,0.5714285714285714,0
141,1,1,0.8,1
141,1,2,0.8,1
141,1,3,1,1
141,1,4,1,1
141,1,5,1,1
141,1,6,0.8,1
141,2,1,1,1
141,2,2,1,1
141,2,3,1,1
141,2,4,1,1
141,2,5,1,1
141,2,6,1,1
141,3,1,0.8,1
141,3,2,1,1
141,3,3,0.6,1
141,3,4,1,1
141,3,5,0.8,1
141,3,6,0.8,1
141,4,1,0.8,1
141,4,2,1,1
141,4,3,1,1
141,4,4,1,1
141,4,5,0.8,1
141,4,6,1,1
141,5,1,0.8,1
141,5,2,1,1
141,5,3,0.8,1
141,5,4,1,1
141,5,5,1,1
141,5,6,1,1
147,1,1,0.8,1
147,1,2,0.6,1
147,1,3,0.8,1
147,1,4,1,1
147,1,5,0.8,1
147,1,6,1,1
147,2,1,0.8,1
147,2,2,0.8,1
147,2,3,0.6,1
147,2,4,0.8,1
147,2,5,0.8,1
147,2,6,0.8,1
147,3,1,1,1
147,3,2,0.8,1
147,3,3,0.8,1
147,3,4,1,1
147,3,5,0.75,1
147,3,6,0.8,1
147,4,1,1,1
147,4,2,0.6,1
147,4,3,0.6,1
147,4,4,1,1
147,4,5,0.6,1
147,4,6,0.8,1
147,5,1,0.8,1
147,5,2,0.8,1
147,5,3,0.8,1
147,5,4,1,1
147,5,5,0.6,1
147,5,6,0.8,1
147,6,1,0.8571428571428571,1
147,6,2,0.8,1
147,6,3,0.8,1
147,6,4,1,1
147,6,5,1,1
147,6,6,0.8,1
147,7,1,0.8333333333333334,2
147,7,2,0.7692307692307693,1
147,7,3,1,1
147,7,4,1,1
147,7,5,0.6,1
147,7,6,1,0
147,8,1,NaN,1
147,8,2,NaN,1
147,8,3,0,0
147,8,5,1,0
147,8,6,1,0
149,1,1,0.8,1
149,1,2,0.8,1
149,1,3,1,1
149,1,4,1,1
149,1,5,1,1
149,1,6,0.8,1
149,2,1,1,1
149,2,2,1,1
149,2,3,0.8,1
149,2,4,1,1
149,2,5,0.8,1
149,2,6,1,1
151,1,1,0.6,1
151,1,2,0.8,1
151,1,3,0.6,1
151,1,4,0.8,1
151,1,5,0.8,1
151,1,6,0.8,1
151,2,1,1,0
151,2,2,0.8,1
151,2,3,0.6,1
151,2,4,1,1
151,2,5,0.8,1
151,2,6,0.8,1
151,3,1,1,1
151,3,2,0.6,1
151,3,3,0.6,1
151,3,4,1,1
151,3,5,0.8,1
151,3,6,1,1
151,4,1,1,1
151,4,2,0.4,1
151,4,3,0.8,1
151,4,4,1,1
151,4,5,0.6,1
151,4,6,1,1
151,5,1,0.8,1
151,5,2,0.8,1
151,5,3,0.6,1
151,5,4,1,1
151,5,5,0.8,1
151,5,6,0.8,1
151,6,1,1,1
151,6,2,0.6,1
151,6,3,0.4,1
151,6,4,1,1
151,6,5,0.6,1
151,6,6,1,1
151,7,1,1,2
151,7,2,0.18181818181818182,1
151,7,3,0.8888888888888888,1
151,7,4,1,1
151,7,5,1,1
151,7,6,0.9166666666666666,0
151,8,1,0.5,2
151,8,2,0.625,1
151,8,3,1,1
151,8,4,0.875,1
151,8,5,0.9090909090909091,1
151,8,6,1,0
151,9,1,1,1
151,9,2,0.3333333333333333,0
151,9,3,0.5,2
151,9,4,1,0
151,9,5,1,2
151,9,6,1,0
151,10,1,1,3
151,10,2,0.6923076923076923,1
151,10,3,1,0
151,10,4,1,1
151,10,5,1,1
151,10,6,0.35714285714285715,0
153,1,1,0.8,1
153,1,2,0.8,1
153,1,3,0.8,1
153,1,4,1,1
153,1,5,0.6,1
153,1,6,0.8,1
153,2,1,1,1
153,2,2,0.6,1
153,2,3,0.4,1
153,2,4,1,1
153,2,5,1,1
153,2,6,0.8,1
153,3,1,1,1
153,3,2,0.8,1
153,3,3,1,1
153,3,4,1,1
153,3,5,0.6,1
153,3,6,0.8,1
153,4,1,0.8,1
153,4,2,0.8,1
153,4,3,1,1
153,4,4,1,1
153,4,5,1,1
153,4,6,0.8,1
153,5,1,1,1
153,5,2,0.8,1
153,5,3,0.8,1
153,5,4,1,1
153,5,5,0.8,1
153,5,6,0.8,1
153,6,1,0.7142857142857143,1
153,6,2,0.6,1
153,6,3,0.6,1
153,6,4,0.8,1
153,6,5,0.8,1
153,6,6,0.8,1
157,1,1,0.8,1
157,1,2,0.8,1
157,1,3,0.6,1
157,1,4,0.6,0
157,1,5,0.8,1
157,1,6,0.8,0
157,2,1,0.6,1
157,2,2,0.8,1
157,2,3,0.6,1
157,2,4,0.2,0
157,2,5,0.6,1
157,2,6,0.6,1
157,3,1,0.6,1
157,3,2,0.4,1
157,3,3,0.4,1
157,3,4,0.6,1
157,3,5,0.4,1
157,3,6,0.8,1
157,4,1,0.8,1
157,4,2,0.4,1
157,4,3,0.8,0
157,4,4,0.6,0
157,4,5,0.4,0
157,4,6,0.6,1
157,5,1,0.8,1
157,5,2,0.2,1
157,5,3,1,1
157,5,4,0.8,0
157,5,5,0.4,1
157,5,6,0.5,0
157,6,1,0.8571428571428571,1
157,6,2,0.4,1
157,6,3,0.4,1
157,6,4,0.4,1
157,6,5,0.4,1
157,6,6,0.4,1
157,7,1,0.8333333333333334,2
157,7,2,0.8461538461538461,1
157,7,3,0.6666666666666666,1
157,7,4,0.8571428571428571,1
157,7,5,0.6,0
157,7,6,0.6666666666666666,0
157,8,1,0.25,2
157,8,2,0.25,1
157,8,3,0.5555555555555556,1
157,8,4,1,1
157,8,5,1,1
157,8,6,0.625,0
157,9,1,1,1
157,9,2,0.5555555555555556,1
157,9,3,0.25,0
157,9,4,0.75,0
157,9,5,1,2
157,9,6,0.8333333333333334,0
157,10,1,1,3
157,10,2,0.6923076923076923,1
157,10,3,1,0
157,10,4,0.3076923076923077,0
157,10,5,0.5333333333333333,1
157,10,6,0.42857142857142855,0
160,1,1,0.6,1
160,1,2,0.6,1
160,1,3,0.8,1
160,1,4,1,1
160,1,5,0.8,0
160,1,6,0.8,1
160,2,1,0.8,1
160,2,2,0.8,1
160,2,3,0.8,1
160,2,4,1,1
160,2,5,1,1
160,2,6,0.8,1
160,3,1,1,1
160,3,2,1,1
160,3,3,0.6,1
160,3,4,1,1
160,3,5,0.8,1
160,3,6,0.8,1
160,4,1,0.6,1
160,4,2,0.8,1
160,4,3,0.8,1
160,4,4,1,1
160,4,5,1,1
160,4,6,0.8,1
160,5,1,0.8,1
160,5,2,0.6,1
160,5,3,0.8,1
160,5,4,1,1
160,5,5,0.8,1
160,5,6,0.8,1
160,6,1,1,1
160,6,2,0.8,1
160,6,3,0.6,1
160,6,4,1,1
160,6,5,1,1
160,6,6,1,1
160,7,1,1,2
160,7,2,0.3076923076923077,1
160,7,3,1,1
160,7,4,1,1
160,7,5,1,1
160,7,6,1,0
162,1,1,0.8,1
162,1,2,0.4,1
162,1,3,1,1
162,1,4,0.8,1
162,1,5,1,1
162,1,6,0.8,1
162,2,1,0.8,1
162,2,2,0.8,1
162,2,3,1,1
162,2,4,1,1
162,2,5,0.8,1
162,2,6,0.8,1
162,3,1,1,1
162,3,2,0.6,1
162,3,3,1,1
162,3,4,1,1
162,3,5,0.6,1
162,3,6,0.8,1
162,4,1,1,1
162,4,2,0.6,1
162,4,3,1,1
162,4,4,1,1
162,4,5,0.8,1
162,4,6,1,1
162,5,1,1,1
162,5,2,1,1
162,5,3,0.6,1
162,5,4,1,1
162,5,5,0.8,1
162,5,6,1,1
162,6,1,0.8,1
162,6,2,1,1
162,6,3,0.6,1
162,6,4,1,1
162,6,5,1,1
162,6,6,1,1
162,7,1,NaN,1
162,7,4,1,0
162,7,5,0.6666666666666666,0
162,7,6,1,0
165,1,1,0.8,1
165,1,2,0.8,1
165,1,3,1,1
165,1,4,1,1
165,1,5,0.6,1
165,1,6,0.8,1
165,2,1,0.8,1
165,2,2,0.6,1
165,2,3,0.8,1
165,2,4,1,1
165,2,5,0.8,1
165,2,6,0.8,1
165,3,1,0.8,1
165,3,2,0.6,1
165,3,3,0.8,1
165,3,4,1,1
165,3,5,0.8,1
165,3,6,0.8,1
165,4,1,0.8,1
165,4,2,0.6,1
165,4,3,1,1
165,4,4,1,1
165,4,5,0.8,1
165,4,6,0.8,1
167,1,1,0.8,1
167,1,2,0.6,1
167,1,3,0.8,1
167,1,4,1,1
167,1,5,0.8,1
167,1,6,1,1
167,2,1,0.8,1
167,2,2,1,1
167,2,3,1,1
167,2,4,1,1
167,2,5,0.8,1
167,2,6,0.8,1
167,3,1,1,1
167,3,2,0.8,1
167,3,3,0.6,1
167,3,4,1,1
167,3,5,0.8,1
167,3,6,0.8,1
167,4,1,1,1
167,4,2,1,1
167,4,3,0.6,1
167,4,4,1,1
167,4,5,1,1
167,4,6,0.8,1
167,5,1,1,0
167,5,2,1,1
167,5,3,1,1
167,5,4,1,1
167,5,5,0.6666666666666666,1
167,5,6,1,0
173,1,1,1,1
173,1,2,0.6,1
173,1,3,0.8,1
173,1,4,1,1
173,1,5,0.6,1
173,1,6,1,1
173,2,1,1,1
173,2,2,0.8,1
173,2,3,0.6,1
173,2,4,0.8,1
173,2,5,0.8,1
173,2,6,1,1
173,3,1,1,1
173,3,2,0.8,1
173,3,3,1,1
173,3,4,1,1
173,3,5,0.8,1
173,3,6,0.8,1
173,4,1,0.8,1
173,4,2,0.8,1
173,4,3,1,1
173,4,4,1,1
173,4,5,0.8,1
173,4,6,1,1
173,5,1,1,1
173,5,2,0.8,1
173,5,3,1,1
173,5,4,1,1
