u_id,section,page,page_score,attention
15,3,1,1,1
15,3,2,0.6,1
15,3,3,0.6,1
15,3,4,0.8,1
15,3,5,1,1
15,3,6,1,1
15,4,1,1,1
15,4,2,0.4,1
15,4,3,0.8,1
15,4,4,0.8,1
15,4,5,0.8,1
15,4,6,0.8,1
15,5,1,0.4,1
15,5,2,0.8,1
15,5,3,0.6,1
15,5,4,0.6,1
15,5,5,0.8,1
15,5,6,0.8,1
15,6,1,0.8,0
15,6,2,1,1
15,6,3,0.6,1
15,6,4,0.6,1
15,6,5,1,1
15,6,6,0.75,1
15,7,1,1,2
15,7,2,0.7692307692307693,1
15,7,3,1,1
15,7,4,0.42857142857142855,1
15,7,5,1,1
15,7,6,0.8888888888888888,0
16,1,1,0.8,1
16,1,2,0.6,1
16,1,3,0.8,1
16,1,4,0.8,1
16,1,5,0.8,1
16,1,6,1,1
16,2,1,1,1
16,2,2,0.6,1
16,2,3,0.8,1
16,2,4,1,1
16,2,5,0.8,1
16,2,6,1,1
16,3,1,1,1
16,3,2,0.8,1
16,3,3,0.8,1
16,3,4,1,1
16,3,5,1,1
16,3,6,1,1
16,4,1,1,1
16,4,2,0.8,1
16,4,3,0.8,1
16,4,4,1,1
16,4,5,0.8,1
16,4,6,0.8,1
16,5,1,0.8,1
16,5,2,0.8,1
16,5,3,1,1
16,5,4,0.8,1
16,5,5,0.8,1
16,5,6,1,1
16,6,1,1,1
16,6,2,0.6,1
16,6,3,1,1
16,6,4,1,1
16,6,5,0.6,1
16,6,6,1,1
16,7,1,0.8333333333333334,2
16,7,2,1,1
16,7,3,1,1
16,7,4,0.8571428571428571,1
16,7,5,0.6,1
16,7,6,1,0
16,8,1,0.75,2
16,8,2,0.875,1
16,8,3,0.8888888888888888,1
16,8,4,1,1
16,8,5,1,1
16,8,6,1,0
26,1,1,0.8,1
26,1,2,0.8,1
26,1,3,0.8,1
26,1,4,0.8,1
26,1,5,0.8,1
26,1,6,1,1
26,2,1,0.8,1
26,2,2,0.8,1
26,2,3,0.8,1
26,2,4,1,1
26,2,5,1,1
26,2,6,1,1
26,3,1,1,1
26,3,2,0.8,1
26,3,3,0.8,1
26,3,4,1,1
26,3,5,1,1
26,3,6,1,1
26,4,1,1,1
26,4,2,0.8,1
26,4,3,0.8,1
26,4,4,1,1
26,4,5,1,1
26,4,6,1,1
26,5,1,0.8,1
26,5,2,0.6,1
26,5,3,0.8,1
26,5,4,1,1
26,5,5,0.6,1
26,5,6,1,1
26,6,1,1,1
26,6,2,0.6,1
26,6,3,0.6,1
26,6,4,1,1
26,6,5,0.8,1
26,6,6,1,1
26,7,1,0.8333333333333334,2
26,7,2,1,1
26,7,3,1,1
26,7,4,1,1
26,7,5,0.8,1
26,7,6,1,0
26,8,1,0.75,2
26,8,2,0.75,1
26,8,3,1,1
26,8,4,1,1
26,8,5,1,1
26,8,6,0.875,0
26,9,1,1,1
26,9,2,0.7777777777777778,1
26,9,3,0.75,2
26,9,4,1,0
26,9,5,0.75,2
26,9,6,1,0
26,10,1,1,3
26,10,2,1,1
26,10,3,0.8333333333333334,0
26,10,4,0.9230769230769231,1
26,10,5,0.8666666666666667,1
26,10,6,1,0
28,1,1,0.8,1
28,1,2,0.6,1
28,1,3,0.8,1
28,1,4,1,1
28,1,5,0.8,1
28,1,6,0.8,1
28,2,1,0.8,1
28,2,2,0.6,1
28,2,3,1,1
28,2,4,1,1
28,2,5,1,1
28,2,6,1,1
28,3,1,0.8,1
28,3,2,0.8,1
28,3,3,0.8,1
28,3,4,1,1
28,3,5,0.8,1
28,3,6,0.8,1
28,4,1,0.8,1
28,4,2,1,1
28,4,3,0.8,1
28,4,4,1,1
28,4,5,1,1
28,4,6,1,1
28,5,1,0.6,1
28,5,2,1,1
28,5,3,0.6,1
28,5,4,1,1
28,5,5,1,1
28,5,6,1,1
28,6,1,0.7142857142857143,1
28,6,2,0.6,1
28,6,3,1,1
28,6,4,1,1
28,6,5,1,1
28,6,6,1,1
28,7,1,0.8333333333333334,2
28,7,2,0.5384615384615384,1
28,7,3,1,1
28,7,4,0.8571428571428571,1
28,7,5,1,1
28,7,6,1,0
28,8,1,1,2
28,8,2,1,1
28,8,3,1,1
28,8,4,1,1
28,8,5,1,1
28,8,6,1,0
28,9,1,0.8461538461538461,1
28,9,2,1,1
28,9,3,1,2
28,9,4,1,0
28,9,5,1,2
28,9,6,1,0
28,10,1,1,3
28,10,2,1,1
28,10,3,1,0
28,10,4,1,1
28,10,5,1,1
28,10,6,1,0
30,1,1,0.8,1
30,1,2,0.6,1
30,1,3,1,1
30,1,4,1,1
30,1,5,0.8,1
30,1,6,0.8,1
30,2,1,0.8,1
30,2,2,0.8,1
30,2,3,0.8,1
30,2,4,1,1
30,2,5,1,1
30,2,6,0.8,1
30,3,1,1,1
30,3,2,0.8,1
30,3,3,0.8,1
30,3,4,1,1
30,3,5,0.8,1
30,3,6,1,1
30,4,1,0.8,1
30,4,2,0.6,1
30,4,3,1,1
30,4,4,0.8,1
30,4,5,1,1
30,4,6,1,1
30,5,1,1,1
30,5,2,0.4,1
30,5,3,1,1
30,5,4,1,1
30,5,5,0.8,1
30,5,6,1,1
30,6,1,1,1
30,6,2,0.6,1
30,6,3,1,1
30,6,4,1,1
30,6,5,0.8,1
30,6,6,1,1
30,7,1,1,2
30,7,2,1,1
30,7,3,0.8888888888888888,1
30,7,4,1,1
30,7,5,0.8,1
30,7,6,1,0
30,8,1,1,2
30,8,2,0.875,1
30,8,3,1,1
30,8,4,0.875,1
30,8,5,1,1
30,8,6,1,0
30,9,1,1,1
30,9,2,0.7777777777777778,1
30,9,3,0.5,2
30,9,4,1,0
30,9,5,1,2
30,9,6,1,0
30,10,1,1,3
30,10,2,0.6923076923076923,1
30,10,3,1,0
30,10,4,0.7692307692307693,1
30,10,5,0.6,1
30,10,6,1,0
34,1,1,0.8,1
34,1,2,0.8,1
34,1,3,0.8,1
34,1,4,0.8,1
34,1,5,1,1
34,1,6,0.8,1
34,2,1,0.8,1
34,2,2,0.8,1
34,2,3,0.8,1
34,2,4,1,1
34,2,5,1,1
34,2,6,0.8,1
34,3,1,1,1
34,3,2,0.6,0
34,3,3,0.8,1
34,3,4,1,1
34,3,5,1,1
34,3,6,1,1
34,4,1,0.8,1
34,4,2,0.8,1
34,4,3,0.8,1
34,4,4,1,1
34,4,5,0.8,1
34,4,6,1,1
34,5,1,1,1
34,5,2,0.8,1
34,5,3,1,1
34,5,4,1,1
34,5,5,0.6,1
34,5,6,1,1
34,6,1,1,1
34,6,2,1,0
34,6,3,0.6,1
34,6,4,1,1
34,6,5,1,1
34,6,6,1,1
34,7,1,1,2
34,7,2,0.3076923076923077,1
34,7,3,1,1
34,7,4,1,1
34,7,5,1,1
34,7,6,1,0
34,8,1,1,1
34,8,2,0.875,1
34,8,3,0.8888888888888888,1
34,8,4,1,1
34,8,5,1,1
34,8,6,1,0
34,9,1,1,1
34,9,2,0.5555555555555556,1
34,9,3,1,2
34,9,4,1,0
34,9,5,0.75,2
34,9,6,1,0
34,10,1,1,3
34,10,2,0.7692307692307693,1
34,10,3,1,0
34,10,4,0.7692307692307693,1
34,10,5,0.6,1
34,10,6,1,0
41,1,1,0.8,1
41,1,2,1,1
41,1,3,0.8,1
41,1,4,0.8,1
41,1,5,0.8,1
41,1,6,0.8,1
41,2,1,1,1
41,2,2,0.8,1
41,2,3,0.6,1
41,2,4,1,1
41,2,5,0.8,1
41,2,6,1,1
41,3,1,0.6,1
41,3,2,0.4,1
41,3,3,0.8,1
41,3,4,0.6,1
41,3,5,1,1
41,3,6,0.8,1
41,4,1,1,0
41,4,2,0.6,1
41,4,3,0.4,1
41,4,4,0.8,1
41,4,5,1,1
41,4,6,1,1
48,1,1,0.8,1
48,1,2,0.6,1
48,1,3,0.6,1
48,1,4,0.8,1
48,1,5,0.4,1
48,1,6,0.8,1
48,2,1,1,1
48,2,2,0.4,1
48,2,3,0.8,1
48,2,4,0.8,1
48,2,5,0.8,1
48,2,6,0.8,1
48,3,1,0.6,1
48,3,2,0.6,1
48,3,3,0.8,1
48,3,4,0.8,1
48,3,5,0.8,1
48,3,6,1,1
48,4,1,0.6,1
48,4,2,0.4,1
48,4,3,0.6,1
48,4,4,0.6,1
48,4,5,0.8,1
48,4,6,0.8,1
48,5,1,0.8,1
48,5,2,0.8,1
48,5,3,0.8,1
48,5,4,0.6,1
48,5,5,1,1
48,5,6,0.8,1
48,6,1,0.2857142857142857,1
48,6,2,0.4,1
48,6,3,0.4,1
48,6,4,1,1
48,6,5,0.6,1
48,6,6,0.8,1
48,7,1,1,2
48,7,2,0.15384615384615385,1
48,7,3,1,1
48,7,4,0.8571428571428571,1
48,7,5,1,1
48,7,6,0.9166666666666666,0
49,1,1,0.8,1
49,1,2,0.8,1
49,1,3,0.8,1
49,1,4,0.8,1
49,1,5,0.6,1
49,1,6,0.8,1
49,2,1,0.8,1
49,2,2,0.8,1
49,2,3,0.6,1
49,2,4,1,1
49,2,5,0.6,1
49,2,6,0.8,1
49,3,1,0.8,1
49,3,2,1,0
49,3,3,1,1
49,3,4,0.8,1
49,3,5,1,1
49,3,6,1,1
49,4,1,0.8,1
49,4,2,0.6,1
49,4,3,0.6,1
49,4,4,1,1
49,4,5,0.8,1
49,4,6,0.8,1
49,5,1,0.8,1
49,5,2,0.6,0
49,5,3,0.8,1
49,5,4,0.8,1
49,5,5,0.8,1
49,5,6,0.8,1
49,6,1,0.6666666666666666,0
49,6,2,0,0
49,6,3,1,1
49,6,4,1,0
49,6,5,1,1
49,6,6,0.75,0
51,1,1,0.8,1
51,1,2,0.8,1
51,1,3,0.8,1
51,1,4,0.8,1
51,1,5,0.8,1
51,1,6,0.8,1
51,2,1,1,1
51,2,2,1,1
51,2,3,1,1
51,2,4,1,1
51,2,5,0.8,1
51,2,6,1,1
51,3,1,0.8,1
51,3,2,0.6,1
51,3,3,0.8,1
51,3,4,1,1
51,3,5,0.6,1
51,3,6,1,1
52,1,1,1,1
52,1,2,0.4,1
52,1,3,0.6,1
52,1,4,0.8,1
52,1,5,0.8,1
52,1,6,0.8,1
52,2,1,1,1
52,2,2,0.8,1
52,2,3,0.8,1
52,2,4,1,1
52,2,5,0.8,1
52,2,6,1,1
52,3,1,1,1
52,3,2,1,1
52,3,3,0.6,1
52,3,4,1,1
52,3,5,1,1
52,3,6,0.8,1
52,4,1,1,1
52,4,2,0.8,1
52,4,3,0.8,1
52,4,4,1,1
52,4,5,1,1
52,4,6,1,1
52,5,1,1,1
52,5,2,0.8,1
52,5,3,0.6,1
52,5,4,1,1
52,5,5,0.8,1
52,5,6,0.8,1
55,1,1,0.8,1
55,1,2,0.8,1
55,1,3,1,1
55,1,4,0.8,1
55,1,5,0.8,1
55,1,6,1,1
55,2,1,1,1
55,2,2,0.8,1
55,2,3,0.8,1
55,2,4,1,1
55,2,5,1,1
55,2,6,0.8,1
55,3,1,1,1
55,3,2,0.6,1
55,3,3,1,1
55,3,4,1,1
55,3,5,1,1
55,3,6,0.8,1
55,4,1,1,1
55,4,2,0.8,1
55,4,3,1,1
55,4,4,0.8,1
55,4,5,0.8,1
55,4,6,0.8,1
55,5,1,0.8,1
55,5,2,0.6,1
55,5,3,1,1
55,5,4,1,1
55,5,5,1,1
55,5,6,0.8,1
55,6,1,1,1
55,6,2,1,1
55,6,3,0.8,1
55,6,4,1,1
55,6,5,1,1
55,6,6,0.8,1
59,1,1,0.8,1
59,1,2,0.8,1
59,1,3,1,1
59,1,4,1,1
59,1,5,0.6,1
59,1,6,0.8,1
59,2,1,1,1
59,2,2,0.8,1
59,2,3,0.6,1
59,2,4,1,1
59,2,5,0.8,1
59,2,6,0.8,1
61,1,1,0.8,1
61,1,2,0.8,1
61,1,3,0.8,1
61,1,4,0.8,1
61,1,5,1,1
61,1,6,0.8,1
61,2,1,1,1
61,2,2,0.8,1
61,2,3,0.8,1
61,2,4,1,1
61,2,5,0.8,1
61,2,6,1,1
61,3,1,1,1
61,3,2,0.8,1
61,3,3,0.8,1
61,3,4,1,1
61,3,5,0.6,1
61,3,6,1,1
61,4,1,1,1
61,4,2,0.8,1
61,4,3,1,1
61,4,4,0.8,1
61,4,5,0.8,1
61,4,6,1,1
61,5,1,1,1
61,5,2,0.8,1
61,5,3,0.8,1
61,5,4,1,1
61,5,5,1,1
61,5,6,1,1
61,6,1,1,1
61,6,2,1,1
61,6,3,0.8,1
61,6,4,1,1
61,6,5,0.8,1
61,6,6,1,1
61,7,1,1,2
61,7,2,0.3076923076923077,1
61,7,3,1,1
61,7,4,1,1
61,7,5,1,1
61,7,6,1,0
61,8,1,1,2
61,8,2,0.875,1
61,8,3,1,1
61,8,4,1,1
61,8,5,0.9090909090909091,1
61,8,6,1,0
61,9,1,1,1
61,9,2,0.5555555555555556,1
61,9,3,1,2
61,9,4,1,0
61,9,5,0.75,2
61,9,6,1,0
61,10,1,1,3
61,10,2,1,1
61,10,3,1,0
61,10,4,0.9230769230769231,1
61,10,5,0.8666666666666667,1
61,10,6,1,0
62,1,1,1,1
62,1,2,0.2,1
62,1,3,0.8,1
62,1,4,0.8,1
62,1,5,1,1
62,1,6,1,1
62,2,1,0.8,1
62,2,2,0.6,1
62,2,3,0.6,1
62,2,4,1,1
62,2,5,0.6,1
62,2,6,1,1
62,3,1,0.8,1
62,3,2,0.4,1
62,3,3,0.8,1
62,3,4,1,1
62,3,5,0.8,1
62,3,6,1,1
62,4,1,0.8,1
62,4,2,0.6,1
62,4,3,1,1
62,4,4,1,1
62,4,5,0.6,1
62,4,6,1,1
62,5,1,0.8,1
62,5,2,0.4,1
62,5,3,0.6,1
62,5,4,1,1
62,5,5,0.4,1
62,5,6,0.8,1
62,6,1,0.3333333333333333,0
62,6,2,1,1
62,6,3,1,1
62,6,4,1,0
62,6,5,0.6666666666666666,0
62,6,6,1,0
73,1,1,1,1
73,1,2,0.6,1
73,1,3,1,1
73,1,4,1,1
73,1,5,0.8,1
73,1,6,0.8,1
73,2,1,1,1
73,2,2,0.8,1
73,2,3,0.4,1
73,2,4,1,1
73,2,5,1,1
73,2,6,0.8,1
77,1,1,0.8,1
77,1,2,0.8,1
77,1,3,0.8,1
77,1,4,1,1
77,1,5,1,1
77,1,6,1,1
77,2,1,0.8,1
77,2,2,0.8,1
77,2,3,1,1
77,2,4,1,1
77,2,5,0.8,1
77,2,6,0.8,1
77,3,1,1,1
77,3,2,1,1
77,3,3,0.8,1
77,3,4,1,1
77,3,5,1,1
77,3,6,0.8,1
77,4,1,1,1
77,4,2,1,1
77,4,3,1,1
77,4,4,1,1
77,4,5,1,1
77,4,6,1,1
77,5,1,1,1
77,5,2,0.8,1
77,5,3,1,1
77,5,4,1,1
77,5,5,1,1
77,5,6,1,1
77,6,1,0.8571428571428571,1
77,6,2,0.8,1
77,6,3,0.8,1
77,6,4,1,1
77,6,5,1,1
77,6,6,0.8,1
77,7,1,1,2
77,7,2,1,1
77,7,3,1,1
77,7,4,1,1
77,7,5,0.8,1
77,7,6,1,0
77,8,1,1,2
77,8,2,1,1
77,8,3,1,1
77,8,4,0.875,1
77,8,5,0.9090909090909091,0
77,8,6,1,0
77,9,1,1,1
77,9,2,1,1
77,9,3,1,2
77,9,4,1,0
77,9,5,0.75,2
77,9,6,1,0
78,1,1,0.6,1
78,1,2,0.6,1
78,1,3,0.8,1
78,1,4,0.8,1
78,1,5,0.6,1
78,1,6,0.8,1
78,2,1,1,1
78,2,2,0.8,1
78,2,3,0.8,1
78,2,4,1,1
78,2,5,0.8,1
78,2,6,0.8,1
78,3,1,0.8,1
78,3,2,0.8,1
78,3,3,0.8,1
78,3,4,1,1
78,3,5,1,1
78,3,6,1,1
78,4,1,0.8,1
78,4,2,1,1
78,4,3,0.8,1
78,4,4,1,1
78,4,5,1,1
78,4,6,1,1
78,5,1,0.8,1
78,5,2,1,1
78,5,3,0.6,1
78,5,4,1,1
78,5,5,1,1
78,5,6,1,1
78,6,1,1,1
78,6,2,0.8,1
78,6,3,1,1
78,6,4,1,1
78,6,5,0.8,1
78,6,6,1,1
78,7,1,1,2
78,7,2,1,1
78,7,3,1,1
78,7,4,1,1
78,7,5,1,1
78,7,6,1,0
78,8,1,1,2
78,8,2,1,1
78,8,3,1,1
78,8,4,0.875,1
78,8,5,0.9090909090909091,1
78,8,6,0.875,0
78,9,1,1,1
78,9,2,1,1
78,9,3,1,2
78,9,4,1,0
78,9,5,0.75,2
78,9,6,0.6666666666666666,0
78,10,1,1,3
78,10,2,0.5384615384615384,1
78,10,3,1,0
78,10,4,0.8461538461538461,1
78,10,5,0.7333333333333333,1
78,10,6,0.5714285714285714,0
79,1,1,0.8,1
79,1,2,0.8,1
79,1,3,0.8,1
79,1,4,1,1
79,1,5,0.6,1
79,1,6,0.8,1
79,2,1,1,1
79,2,2,0.8,1
79,2,3,1,1
79,2,4,1,1
79,2,5,1,1
79,2,6,0.8,1
79,3,1,1,1
79,3,2,0.8,1
79,3,3,1,1
79,3,4,1,1
79,3,5,0.8,1
79,3,6,1,1
79,4,1,1,1
79,4,2,0.8,1
79,4,3,0.6,1
79,4,4,1,1
79,4,5,0.8,1
79,4,6,0.8,1
79,5,1,1,1
79,5,2,0.8,1
79,5,3,0.8,1
79,5,4,1,1
79,5,5,1,1
79,5,6,1,1
79,6,1,1,1
79,6,2,0.8,1
79,6,3,1,1
79,6,4,1,1
79,6,5,0.8,1
79,6,6,0.8,1
79,7,1,1,1
79,7,2,NaN,1
79,7,3,1,0
79,7,4,1,1
79,7,5,1,0
79,7,6,1,0
81,1,1,0.8,1
81,1,2,0.8,1
81,1,3,0.8,1
81,1,4,0.8,1
81,1,5,0.8,1
81,1,6,0.6,1
81,2,1,0.8,1
81,2,2,0.8,1
81,2,3,0.8,1
81,2,4,1,1
81,2,5,0.6,1
81,2,6,1,1
81,3,1,0.8,1
81,3,2,0.8,1
81,3,3,1,1
81,3,4,0.75,1
81,3,5,0.8,1
81,3,6,1,1
81,4,1,0.6,1
81,4,2,1,1
81,4,3,0.8,1
81,4,4,0.8,1
81,4,5,1,1
81,4,6,0.8,1
81,5,1,1,1
81,5,2,0.8,1
81,5,3,0.8,1
81,5,4,0.6,1
81,5,5,1,1
81,5,6,0.8,1
81,6,1,1,1
81,6,2,1,1
81,6,3,0.6,1
81,6,4,0.8,1
81,6,5,0.8,1
81,6,6,0.8,1
81,7,1,1,2
81,7,2,0.3076923076923077,1
81,7,3,0.7777777777777778,1
81,7,4,1,1
81,7,5,1,1
81,7,6,1,0
82,1,1,0.6,1
82,1,2,0.2,0
82,1,3,0.6,1
82,1,4,0.6,1
82,1,5,1,1
82,1,6,0.6,1
82,2,1,0.8,1
82,2,2,1,1
82,2,3,0.8,1
82,2,4,0.8,1
82,2,5,1,1
82,2,6,0.8,1
82,3,1,1,1
82,3,2,0.75,1
82,3,3,0.6,1
82,3,4,0.4,1
82,3,5,0.6,1
82,3,6,0.6,1
82,4,1,1,1
82,4,2,0.6,1
82,4,3,0.6,1
82,4,4,0.75,1
82,4,5,1,1
82,4,6,0.8,1
82,5,1,1,1
82,5,2,0.8,1
82,5,3,0.6,1
82,5,4,0.8,1
82,5,5,0.6,1
82,5,6,0.8,1
82,6,1,0.8571428571428571,1
82,6,2,1,1
82,6,3,0.4,1
82,6,4,0.8,1
82,6,5,1,1
82,6,6,1,1
82,7,1,1,2
82,7,2,0.5454545454545454,1
82,7,3,1,1
82,7,4,0.42857142857142855,1
82,7,5,1,1
82,7,6,0.9166666666666666,0
82,8,1,0.5,2
82,8,2,0.5,1
82,8,3,1,1
82,8,4,0.25,1
82,8,5,1,1
82,8,6,0.625,0
82,9,1,1,1
82,9,2,0.2222222222222222,1
82,9,3,1,2
82,9,4,0.875,0
82,9,5,1,2
82,9,6,0.6666666666666666,0
82,10,1,1,3
82,10,2,0.5384615384615384,1
82,10,3,0.3333333333333333,0
82,10,4,1,1
82,10,5,1,1
82,10,6,0.5714285714285714,0
85,1,1,0.6,1
85,1,2,0.8,0
85,1,3,0.6,1
85,1,4,0.8,1
85,1,5,1,1
85,1,6,0.8,1
85,2,1,0.8,1
85,2,2,0.6,1
85,2,3,0.6,1
85,2,4,1,1
85,2,5,0.6,1
85,2,6,1,1
85,3,1,0.8,1
85,3,2,0.8,1
85,3,3,0.8,1
85,3,4,0.8,1
85,3,5,0.8,1
85,3,6,0.8,1
85,4,1,1,0
85,4,2,0.25,1
85,4,3,0.6666666666666666,1
85,4,4,0.6666666666666666,1
85,4,5,1,1
85,4,6,0.75,0
87,1,1,1,1
87,1,2,0.8,1
87,1,3,0.6,1
87,1,4,0.4,1
87,1,5,0.8,1
87,1,6,0.8,1
87,2,1,0.8,1
87,2,2,0.6,0
87,2,3,0.6,1
87,2,4,0.4,1
87,2,5,0.8,1
87,2,6,0.8,1
87,3,1,1,1
87,3,2,1,1
87,3,3,0.4,1
87,3,4,0.6,1
87,3,5,0.8,1
87,3,6,1,1
87,4,1,0.8,1
87,4,2,0.6,1
87,4,3,0.6,1
87,4,4,0.4,1
87,4,5,1,1
87,4,6,0.8,1
87,5,1,0.8,1
87,5,2,0.2,1
87,5,3,0.6,1
87,5,4,0.4,1
87,5,5,1,1
87,5,6,1,1
87,6,1,0.5714285714285714,1
87,6,2,0.8,0
87,6,3,0.6,1
87,6,4,0.6,1
87,6,5,0.8,1
87,6,6,0.6,1
87,7,1,0.6666666666666666,2
87,7,2,0.3076923076923077,1
87,7,3,1,1
87,7,4,0.14285714285714285,1
87,7,5,1,1
87,7,6,0.9166666666666666,0
