u_id,section,kapr_secion,timestamp
153,3,7.15632882848691,1522699793
153,4,5.8118487313877125,1522700247
153,5,7.243497802517837,1522700608
153,6,3.86024057518509,1522701094
157,2,0.20833333333333334,1523053273
157,5,1.509804640476147,1523053814
157,7,0.8915885194657578,1523054249
157,9,0.40849673202614384,1523054845
157,10,0.9129549808429119,1523055091
160,1,2.4282366199407783,1522793633
160,2,5.298704223844957,1522794647
160,3,5.386070960769916,1522795483
160,4,1.7447398242393175,1522796185
160,5,2.4752655121620477,1522796604
160,6,0.7412028427881654,1522797021
160,7,1.3883611316629403,1522797231
162,1,1.756219835739716,1522698066
162,2,3.0551979852768056,1522698721
162,3,2.2715303230009125,1522699364
162,4,1.7040293675286182,1522699906
162,5,0.5555555555555551,1522700543
162,6,1.8975021700092396,1522700733
165,1,4.535493203451103,1523053059
165,2,4.537726207035036,1523054110
165,3,4.916934941209331,1523054999
165,4,3.2975772172054136,1523055703
167,1,0.9917900729256934,1522793847
167,2,1.032169741727585,1522794848
167,3,0.7283661151773636,1522795568
167,4,0.6316075263500286,1522796211
167,5,0.1242664519836746,1522796640
173,1,17.248566858652087,1522793290
173,2,8.867679520553231,1522793833
173,3,5.6509210049587475,1522794157
173,4,8.121249162735747,1522794426
173,5,7.9674041849804285,1522794621
173,6,5.995132302496718,1522794847
173,7,2.130019427442791,1522795034
173,8,2.745723837165824,1522795191
173,9,2.164493812678227,1522795345
173,10,5.537397948177697,1522795483
179,1,9.429193827173037,1522793267
179,2,9.369191056203539,1522794087
179,3,7.372504443105179,1522794702
179,4,5.315847767465445,1522795218
179,5,4.257804147716395,1522795698
179,6,5.768668291075713,1522796155
179,7,2.0818664992935885,1522796575
185,1,10.135249121463634,1523053326
185,2,9.615140332467242,1523054492
185,3,6.696798657891854,1523055206
185,4,6.127459315518919,1523055757
185,5,8.841593913256181,1523056224
190,1,8.942858749363944,1522698140
190,2,7.059881086916773,1522698994
190,3,8.145951949551474,1522699541
190,4,8.786673146344851,1522700195
190,5,7.014077688955589,1522700627
190,6,5.721931258016974,1522701e3
191,1,9.708920084769439,1522697919
191,2,7.618313045525142,1522698917
191,3,5.911481110090162,1522699659
191,4,4.692188649288061,1522700364
191,5,1.8659060846560855,1522700915
192,1,4.34359527372837,1523052666
192,2,2.192572190628701,1523053463
192,3,3.7366363722942983,1523053806
192,4,4.986883643042086,1523054163
192,5,3.0710908647257584,1523054463
192,6,2.7902336866844704,1523054674
192,7,0.8432570025206171,1523054938
192,8,0.14384072975911918,1523055075
192,9,3.2755316206671976,1523055242
192,10,1.2495488350473636,1523055431
197,1,8.795233616598534,1523044081
197,2,7.946322343998373,1523045264
197,3,7.896597338075492,1523045984
197,4,4.599706617021295,1523046505
200,1,5.904314340022514,1522794081
200,2,6.136067494939267,1522795105
200,3,6.42236020598424,1522795712
200,4,7.0242039241174945,1522796369
200,5,4.385401793567327,1522796850
202,1,3.5164243612518344,1522793498
202,2,2.5863436715340913,1522795726
202,3,1.3463481332645932,1522796776
207,1,9.410192408422049,1522698279
207,2,3.585372320311886,1522699132
207,3,2.172422136117578,1522699611
207,4,0.39738477512600356,1522699994
207,5,1.4428998295222213,1522700207
207,6,0.9389160209085627,1522700389
207,7,1.4605828398931848,1522700796
207,8,1.0410410410410413,1522700916
209,1,5.009866103134179,1522698454
209,2,3.262259106218145,1522699446
209,3,2.699400799283475,1522700082
209,4,2.094580305146084,1522700842
210,1,0.056116722783389444,1522794452
210,2,0.11631513647642708,1522795943
210,3,2.0461863667866376,1522796521
211,1,9.328917096616443,1523043805
211,2,8.260307496642765,1523044731
211,3,11.735647624280254,1523045272
211,4,5.995991257287337,1523045762
211,5,6.921829492706822,1523046117
211,6,6.613739721468518,1523046429
211,7,2.2358686440502358,1523046825
213,1,4.18667914699403,1522698516
213,2,2.9964809158490193,1522700041
213,3,1.0882315672810963,1522700931
214,1,6.2876846921684075,1522793246
214,2,5.864913541148618,1522793979
214,3,6.146770968634552,1522794634
214,4,4.116461496990624,1522795220
214,5,5.580814111320186,1522795636
214,6,5.59779124941678,1522796080
214,7,1.4616857243880956,1522796491
214,8,0.7220097366957543,1522796867
214,9,2.741183476851494,1522796989
214,10,2.052521198279088,1522797163
223,1,26.623730086177623,1523043867
223,2,21.98077791989678,1523044642
223,3,29.11987984148408,1523045196
223,4,25.195475283254776,1523045665
223,5,16.96116323233759,1523046039
223,6,12.885098780632513,1523046409
223,7,8.28318304463098,1523046860
223,8,3.9721645029679133,1523047052
223,9,3.4993533440225906,1523047247
223,10,10.46829266790264,1523047366
225,1,11.511361406346554,1522698659
225,2,9.595789940575392,1522699880
225,3,7.961672886951883,1522700719
232,1,2.0107983527539895e-4,1522794472
232,2,0.28502674086071855,1522794608
232,3,1.0853523269608514,1522795166
232,4,0.5710257518658537,1522795598
232,5,0.6487270306553947,1522795994
232,6,0.7283092543165894,1522796446
232,7,0.08240164492666581,1522796882
233,1,18.880391309111555,1522698574
233,2,16.33150702205276,1522699522
233,3,14.574478559967375,1522700259
233,4,9.426229440256742,1522700818
233,5,4.726966470147751,1522701309
233,6,5.733291664894981,1522701660
239,1,1.1239863429372645,1522699546
239,2,0.061274509803921566,1522701444
242,1,4.147633641007996,1523052746
242,2,5.036975416531058,1523053437
242,3,5.933993285488427,1523053882
242,4,5.056749188795327,1523054283
242,5,4.641080173782493,1523054711
242,6,5.275912114719363,1523055065
242,7,0.6088103538761428,1523055452
242,8,3.3201644434356075,1523055679
242,9,2.247515878862046,1523056057
250,1,4.207306204535718,1523052768
250,2,5.44479041628504,1523054297
250,3,5.377765714955758,1523055464
250,4,5.877598371023894,1523055961
250,5,5.747556560547943,1523056270
250,6,3.232696832363127,1523056528
252,1,10.755868576531281,1523043914
252,2,13.620922288308229,1523044731
252,3,9.899092773695962,1523045235
252,4,7.16245016897026,1523045723
252,5,7.477736872218922,1523046103
252,6,4.984171294926541,1523046546
252,7,2.323884391483377,1523046838
252,8,4.167417434112329,1523047028
258,1,4.707381464776229,1523052576
258,2,3.9558506668572684,1523053241
258,3,2.041014298385165,1523053847
258,4,2.551054969318234,1523054196
258,5,2.8719172349065523,1523054450
258,6,2.4382362303976555,1523054772
258,7,3.3971041063047034,1523055037
258,8,4.443289880958384,1523055281
258,9,0.8452308126548365,1523055521
258,10,0.37250370214954354,1523055709
261,1,0.1135996928519786,1523043631
261,2,7.447204284739899e-4,1523044314
266,1,5.135199162741654,1523043467
266,2,4.364347728512475,1523043914
266,3,2.7790645423219833,1523044351
266,4,2.712075744675772,1523044740
266,5,2.463840389358901,1523045035
266,6,2.4832108838799725,1523045353
266,7,1.3730196509274681,1523045626
266,8,1.2461924659767072,1523045869
266,9,1.225285435811752,1523046121
266,10,0.40878017873816186,1523046219
271,1,5.508107661595502,1523052409
271,2,6.19023838267641,1523053117
271,3,5.611031233812586,1523053605
271,4,4.9503643657265375,1523054176
271,5,5.283208120128126,1523054716
271,6,4.9787793478668165,1523055127
271,7,5.4589594435159565,1523055569
271,8,3.8637096008523555,1523055954
271,9,2.587242482854702,1523056365
271,10,3.874475377302185,1523056572
274,1,3.920020194993839,1523052755
274,2,4.352665885773863,1523053662
274,3,2.193170679906335,1523054178
274,4,2.5289894918163656,1523054542
274,5,3.409189231808602,1523054912
274,6,2.1066258046797373,1523055230
274,7,0.0012013698329713962,1523055529
274,8,9.359114019792429e-4,1523055686
274,9,0.6388947804150237,1523055765
280,1,8.655432272641177,1523043296
280,2,4.886450096529504,1523043706
280,3,8.522163366142664,1523043968
280,4,5.880299534126621,1523044235
280,5,5.877742969607631,1523044458
280,6,6.063815670770736,1523044637
280,7,1.4413366907542509,1523044829
280,8,1.2078400968029095,1523044984
280,9,0.864478142397867,1523045145
280,10,2.404611228139645,1523045274
283,1,4.473734821601981,1523052242
283,2,0.9927947427947427,1523052725
283,3,2.2985279970574086,1523052810
283,4,0.13440860215053763,1523053081
283,5,0.3412405805329683,1523053124
283,6,0.03913139329806012,1523053326
283,9,0.09689922480620156,1523053774
284,1,4.290091936935576,1523053300
284,2,2.0568989627586403,1523054383
284,3,1.6431644031477666,1523054867
284,4,2.9308795581222133,1523055241
284,5,2.532649434765622,1523055592
291,1,4.423294536817088,1523044125
291,2,4.1877472115840755,1523045301
291,3,3.185941826141858,1523045799
291,4,1.4619015056388276,1523046175
291,5,3.3641760703721677,1523046565
292,1,4.423442293431342,1523053138
292,2,5.530221020533917,1523054575
292,3,4.983194211680903,1523055278
295,1,8.077183348921842,1523043835
295,2,10.036862378571387,1523044739
295,3,3.117170726700895,1523045260
295,4,3.4588883893740707,1523045653
295,5,2.8229793531555463,1523045957
295,6,2.871139251981461,1523046299
295,7,0.2512202124605225,1523046861
296,1,8.453337229556814,1523043554
296,2,3.9217602611569764,1523043885
296,3,0.15835496230379434,1523044033
296,4,0.20820156019397046,1523044190
296,5,0.7162291113904015,1523044310
296,6,1.5593918726911056,1523044403
296,7,0.10980531813865103,1523044659
296,8,4.826968093363368,1523044703
296,9,6.19798883911787,1523045126
296,10,1.8293927806619383,1523045438
298,1,31.72970021714451,1523044079
298,2,6.29049171802967,1523045287
298,3,8.42666781834722,1523045559
298,6,41.699178621642595,1523045740
298,10,12.310382864796338,1523046221
304,1,5.6978363789717195,1523052603
304,2,3.586248964582651,1523052968
304,3,4.949875545722178,1523053251
304,4,1.3758339822997436,1523053511
304,5,0.8719715956558066,1523053732
306,1,6.217954285676877,1523052912
306,2,2.813571119205759,1523054612
306,3,3.633759215694141,1523055129
306,4,4.110068197487591,1523055551
306,5,4.20627566811255,1523056029
306,6,4.4456969018166905,1523056356
309,1,11.443919913988584,1523043617
309,2,7.118822392053806,1523044367
309,3,7.059716266261779,1523044820
309,4,6.577937965869077,1523045222
309,5,4.95201741230638,1523045566
309,6,6.103071958940493,1523045914
309,7,1.7703670838991266,1523046213
309,8,2.6894426787683976,1523046453
310,1,4.466260333039108,1523052752
310,2,1.4654124221446356,1523054102
310,3,0.6349206349206349,1523055327
310,4,2.0938579468525043,1523055872
310,5,2.1866150659547996,1523056314
315,1,11.811216208405451,1523043494
315,2,4.011235972174153,1523044057
315,3,4.495691300200526,1523044488
315,4,8.797115534296378,1523044873
315,5,6.725543503161087,1523045182
315,6,5.596943344257055,1523045451
315,7,3.180035600488097,1523045791
315,8,3.250246337306491,1523046073
315,9,1.5138251978097466,1523046296
315,10,2.897255656000885,1523046558
317,1,5.8047615614888075,1523052593
317,2,5.552459205105712,1523053309
317,3,5.5741362898940485,1523053908
317,4,4.420188676788752,1523054464
317,5,5.262451289406449,1523055014
317,6,4.566933232727266,1523055449
317,7,4.151569531850048,1523055897
317,8,3.2286268501387676,1523056250
317,9,2.3282317435062064e-4,1523056493
320,1,0.0010599511773224488,1523054109
320,2,4.312766072716321e-4,1523054827
320,3,0.11599751230510626,1523055594
329,1,6.196301937875646,1523043955
329,2,5.387885406602881,1523044948
329,3,6.42688002572363,1523045468
329,4,7.20310452116822,1523046071
329,5,5.16653521776846,1523046478
329,6,2.1924568830211677,1523046869
337,1,0.6887683953268834,1523044227
337,2,0.4593819378915737,1523045059
337,3,0.372047190827918,1523045313
337,4,1.6385481538926332,1523045655
337,5,1.5784048916388012,1523045992
337,6,1.0744232967466416,1523046226
337,7,0.062209802795783566,1523046461
337,8,6.828450007372418e-4,1523046647
341,1,10.470624301594363,1523044516
341,2,13.04136665829094,1523046188
350,1,5.052285874107325,1523052487
350,2,5.1800578101624675,1523053087
350,3,5.732232444046461,1523053432
350,4,4.7801958525394275,1523053775
350,5,4.2629597650532824,1523054075
350,6,2.8414384709193006,1523054338
350,7,1.5088030733521884,1523054588
350,8,2.4933742059909796,1523054755
350,9,1.558613772152168,1523054898
350,10,2.9599592205190013,1523055069
351,1,5.101280617761616,1523043547
351,2,2.8490811754026035,1523044099
351,3,2.6280345885999443,1523044413
351,4,1.07210575833943,1523044763
351,5,1.5828197133765443,1523045063
351,6,3.653677337834503,1523045460
351,7,1.5383506743800863,1523045764
351,8,1.9177915530603151,1523046093
351,9,0.3227436254397044,1523046273
351,10,1.014598267622461,1523046468
352,1,11.687238226927064,1523043991
352,2,14.832073382150634,1523045322
352,3,3.5318130624352726,1523046160
354,1,4.079208440693405,1523043815
354,2,3.3586313695528345,1523044592
354,3,4.037998626636894,1523044983
354,4,4.485495546365923,1523045380
354,5,3.3536791306201663,1523045652
354,6,4.000471514664213,1523045860
354,7,0.8380739408654827,1523046105
354,8,0.8474946225725772,1523046284
354,9,3.1131365016868404,1523046428
354,10,0.04412795252590866,1523046654
356,1,1.5745979878935161,1523052650
356,2,1.6457312091503262,1523053148
356,3,1.1682761682761682,1523053981
356,7,0.7765830346475504,1523055333
2001,1,13.091419972713133,1523043988
2001,2,13.27283214600827,1523045067
2001,3,13.602707220008234,1523045821
2001,4,8.940167885139369,1523046398
2002,1,0.5952380952380953,1523052930
2002,8,0.011631089217296114,1523054652
2002,9,1.0102557437116257,1523054901
2002,10,1.7056197478991595,1523055078
