u_id,section,timestamp,q_id,column,cell_mode,kapr_cumulative,kapr_cell
5,1,1523043962,347,sex,full,11.32623759030797,0.12196336121067297
5,1,1523043971,261,fname,full,11.732257168238304,0.4060195779303335
5,2,1523043996,25,fname,partial,0.22522522522522523,0.22522522522522523
5,2,1523043998,25,fname,full,0.7507507507507505,0.5255255255255252
5,2,1523044003,275,lname,full,1.2958523039168193,0.5451015531660688
5,2,1523044005,275,sex,full,1.638274218919379,0.3424219150025598
5,2,1523044024,131,fname,partial,1.734059659532406,0.09578544061302696
5,2,1523044025,131,fname,full,1.9291781496700533,0.19511849013764726
5,2,1523044057,14,lname,full,2.3049221972891005,0.37574404761904723
5,2,1523044059,14,sex,full,2.3681662449081484,0.0632440476190479
5,2,1523044067,323,dob,full,3.3361033289976834,0.9679370840895349
5,2,1523044074,115,lname,full,3.8832413761357305,0.5471380471380471
5,2,1523044076,115,sex,full,3.9674164603108144,0.0841750841750839
5,2,1523044088,299,dob,partial,4.182363550257904,0.21494708994708933
5,2,1523044090,299,lname,full,4.637059317453671,0.45469576719576743
5,2,1523044091,299,dob,full,5.281900587294941,0.6448412698412698
5,2,1523044099,69,fname,partial,5.618600923995277,0.3367003367003365
5,2,1523044101,69,fname,full,6.0394763448707,0.4208754208754222
5,2,1523044134,144,lname,full,6.604610444487557,0.5651340996168575
5,2,1523044137,144,sex,full,6.698799461090367,0.09418901660280987
5,2,1523044142,243,lname,full,6.8545233668142735,0.1557239057239066
5,2,1523044144,243,sex,full,6.9098384221293285,0.055315055315054984
5,2,1523044146,243,dob,full,8.154427166718072,1.2445887445887438
5,2,1523044151,361,fname,full,8.561147825996276,0.40672065927820356
5,2,1523044174,85,fname,partial,8.76539619200935,0.20424836601307383
5,2,1523044175,85,fname,full,9.209108159554987,0.4437119675456369
5,2,1523044196,103,lname,partial,9.35155830200513,0.14245014245014254
5,2,1523044199,103,sex,full,9.426853377300205,0.07529507529507562
5,2,1523044203,103,dob,partial,9.577443527890354,0.15059015059014946
5,2,1523044210,182,dob,full,10.250844201291027,0.673400673400673
5,2,1523044214,99,lname,full,10.49775778153794,0.2469135802469129
5,2,1523044217,99,sex,full,10.583185471132298,0.08542768959435776
5,2,1523044221,135,fname,partial,10.749137268517918,0.16595179738562038
5,2,1523044222,135,fname,full,11.086147072439488,0.33700980392156943
5,2,1523044232,178,lname,full,11.43063134165494,0.34448426921545305
5,2,1523044233,178,sex,full,11.490866307803884,0.060234966148943414
5,2,1523044255,151,lname,partial,11.699199641137218,0.20833333333333393
5,2,1523044260,206,lname,partial,11.73175172447055,0.03255208333333215
5,2,1523044262,206,sex,full,11.747391690945648,0.015639966475097467
5,2,1523044269,36,fname,partial,11.949524627453584,0.20213293650793673
5,2,1523044271,36,fname,full,12.203740897294853,0.2542162698412689
5,2,1523044299,344,lname,partial,12.223031020751645,0.019290123456791264
5,2,1523044300,344,sex,full,12.235499709246902,0.012468688495257396
5,2,1523044306,73,lname,full,12.552106638757058,0.3166069295101561
5,2,1523044308,73,sex,full,12.735798395029457,0.18369175627239898
5,2,1523044312,256,fname,partial,12.979120361497207,0.24332196646775017
5,2,1523044314,256,fname,full,13.485301094660038,0.5061807331628305
5,2,1523044322,262,fname,partial,13.677701287060225,0.19240019240018746
5,2,1523044322,262,fname,full,14.327051936410879,0.6493506493506533
5,3,1523044346,27,fname,partial,0.15835496230379434,0.15835496230379434
5,3,1523044347,27,fname,full,0.46038808552712857,0.3020331232233342
5,3,1523044361,270,lname,full,0.620763902520593,0.16037581699346443
5,3,1523044368,127,fname,partial,0.9131615633393064,0.29239766081871343
5,3,1523044370,127,fname,full,1.2055592241580193,0.2923976608187129
5,3,1523044390,297,dob,partial,1.705559224158019,0.4999999999999998
5,3,1523044393,297,lname,full,2.177781446380241,0.4722222222222221
5,3,1523044398,15,lname,full,2.4189079895901173,0.24112654320987614
5,3,1523044400,15,sex,full,2.7420175574913523,0.323109567901235
5,3,1523044413,126,lname,full,3.1096646163148827,0.3676470588235303
5,3,1523044418,70,fname,partial,3.233451504807653,0.12378688849277042
5,3,1523044419,70,fname,full,3.5652003659682787,0.33174886116062563
5,3,1523044436,359,fname,full,3.8267682999500066,0.26156793398172784
5,3,1523044451,87,fname,partial,3.9469830525177003,0.12021475256769376
5,3,1523044453,87,fname,full,4.269111904058317,0.32212885154061643
5,3,1523044459,241,lname,full,4.620902839730831,0.35179093567251396
5,3,1523044461,241,sex,full,4.792229594116796,0.1713267543859649
5,3,1523044463,241,dob,full,5.943545383590481,1.151315789473685
5,3,1523044470,145,lname,full,6.46191365043745,0.5183682668469691
5,3,1523044476,145,sex,full,6.550656043946577,0.08874239350912738
5,3,1523044493,169,dob,full,7.214153766267829,0.6634977223212521
5,3,1523044495,169,lname,full,7.835563946501539,0.6214101802337098
5,3,1523044501,108,lname,partial,7.862273348210941,0.02670940170940206
5,3,1523044502,108,sex,full,7.875034506805433,0.012761158594491562
5,3,1523044522,96,lname,full,8.508204441445956,0.6331699346405237
