u_id,q_id,choice,timestamp,section,q_answer,q_type,confidence,user_answer,attention,grade,sample,kapr_question,total_kapr_from_questions
5,83,2,1523045279,5,0,9,2,0,FALSE,1,5,0.44560185185185297,3271.550794591295
5,234,5,1523045279,5,1,24,2,1,FALSE,1,5,0,3271.550794591295
5,346,5,1523045279,5,0,34,2,1,FALSE,0,5,0.9712837837837842,3271.550794591295
5,263,4,1523045279,5,1,27,1,1,FALSE,1,5,0.6148440931049617,3271.550794591295
5,1,6,1523045279,5,1,1,3,1,TRUE,1,5,0,3271.550794591295
5,272,2,1523045331,6,0,28,2,0,FALSE,1,5,0.7407407407407408,3271.550794591295
5,62,5,1523045331,6,1,7,2,1,TRUE,1,5,0,3271.550794591295
5,26,5,1523045331,6,1,3,2,1,FALSE,1,5,0.5872140522875821,3271.550794591295
5,204,5,1523045331,6,1,21,2,1,FALSE,1,5,0,3271.550794591295
5,371,5,1523045331,6,1,36,2,1,FALSE,1,5,0,3271.550794591295
5,132,2,1523045331,6,0,14,2,0,FALSE,1,5,0.4077230639730638,3271.550794591295
5,21,5,1523045382,6,1,2,2,1,FALSE,1,5,0.39034132171387137,3271.550794591295
5,125,2,1523045382,6,0,13,2,0,TRUE,1,5,0,3271.550794591295
5,71,2,1523045382,6,0,8,2,0,FALSE,1,5,0.39062500000000044,3271.550794591295
5,280,5,1523045382,6,1,29,2,1,FALSE,1,5,0,3271.550794591295
5,294,2,1523045382,6,0,30,2,0,FALSE,1,5,0.8161976911976905,3271.550794591295
5,316,2,1523045382,6,0,32,2,0,FALSE,1,5,0,3271.550794591295
5,225,3,1523045467,6,1,23,1,0,FALSE,0,5,0,3271.550794591295
5,337,5,1523045467,6,1,33,2,1,FALSE,1,5,0,3271.550794591295
5,140,2,1523045467,6,0,16,2,0,FALSE,1,5,0.672043010752688,3271.550794591295
5,89,5,1523045467,6,1,10,2,1,FALSE,1,5,0.7282021604938276,3271.550794591295
5,360,5,1523045467,6,1,35,2,1,FALSE,1,5,0.37963554987212156,3271.550794591295
5,248,2,1523045467,6,0,25,2,0,TRUE,1,5,1.6491754122938538,3271.550794591295
5,53,5,1523045511,6,1,6,2,1,FALSE,1,5,0,3271.550794591295
5,133,3,1523045511,6,1,15,1,0,FALSE,0,5,0.46515918195235084,3271.550794591295
5,92,5,1523045511,6,1,11,2,1,FALSE,1,5,0.32587782587782677,3271.550794591295
5,188,2,1523045511,6,0,20,2,0,FALSE,1,5,0.6734006734006739,3271.550794591295
5,106,2,1523045511,6,1,12,2,0,FALSE,0,5,0.029253154253153113,3271.550794591295
5,175,2,1523045511,6,0,19,2,0,TRUE,1,5,0,3271.550794591295
5,163,2,1523045567,6,0,18,2,0,FALSE,1,5,0,3271.550794591295
5,156,5,1523045567,6,1,17,2,1,FALSE,1,5,0.8293972109761576,3271.550794591295
5,213,2,1523045567,6,0,22,2,0,FALSE,1,5,0.8668154761904763,3271.550794591295
5,302,2,1523045567,6,0,31,2,0,TRUE,1,5,0,3271.550794591295
5,33,2,1523045567,6,0,4,2,0,FALSE,1,5,0.38314176245210874,3271.550794591295
5,42,5,1523045567,6,1,5,2,1,FALSE,1,5,0,3271.550794591295
5,257,3,1523045606,6,0,26,1,0,FALSE,1,5,0.5555555555555554,3271.550794591295
5,80,2,1523045606,6,0,9,2,0,FALSE,1,5,0.6517556517556518,3271.550794591295
5,349,2,1523045606,6,0,34,2,0,FALSE,1,5,0.0982337379396192,3271.550794591295
5,4,6,1523045606,6,1,1,3,1,TRUE,1,5,0,3271.550794591295
5,230,3,1523045606,6,1,24,1,0,FALSE,0,5,0,3271.550794591295
5,23,5,1523045606,6,1,2,2,1,FALSE,1,5,0.5923892642642663,3271.550794591295
5,370,5,1523045651,7,1,36,2,1,FALSE,1,5,0,3271.550794591295
5,274,2,1523045651,7,0,28,2,0,FALSE,1,5,0.4629629629629629,3271.550794591295
5,199,2,1523045651,7,1,21,2,0,FALSE,0,5,0,3271.550794591295
5,57,5,1523045651,7,1,7,2,1,TRUE,1,5,0,3271.550794591295
5,298,2,1523045651,7,0,30,2,0,FALSE,1,5,0.7870370370370369,3271.550794591295
5,322,2,1523045651,7,0,32,2,0,FALSE,1,5,0.8197921241399506,3271.550794591295
5,120,2,1523045697,7,0,13,2,0,TRUE,1,5,0,3271.550794591295
5,17,5,1523045697,7,1,2,2,1,FALSE,1,5,0.5353009259259256,3271.550794591295
5,287,5,1523045697,7,1,29,2,1,FALSE,1,5,0,3271.550794591295
5,142,2,1523045697,7,0,16,2,0,FALSE,1,5,0.918615984405458,3271.550794591295
5,251,2,1523045697,7,0,25,2,0,TRUE,1,5,0.758547008547009,3271.550794591295
5,356,2,1523045697,7,1,35,2,0,FALSE,0,5,0.8212560386473431,3271.550794591295
5,327,5,1523045741,7,1,33,2,1,FALSE,1,5,0,3271.550794591295
5,222,2,1523045741,7,1,23,2,0,FALSE,0,5,0,3271.550794591295
5,100,5,1523045741,7,1,11,2,1,FALSE,1,5,0.5872140522875817,3271.550794591295
5,176,2,1523045741,7,0,19,2,0,TRUE,1,5,0,3271.550794591295
5,112,2,1523045741,7,1,12,2,0,FALSE,0,5,0.23630401234567966,3271.550794591295
5,50,5,1523045741,7,1,6,2,1,FALSE,1,5,0,3271.550794591295
5,190,2,1523045786,7,0,20,2,0,FALSE,1,5,0,3271.550794591295
5,205,5,1523045786,7,0,22,2,1,FALSE,0,5,0.030860692625398478,3271.550794591295
5,305,2,1523045786,7,0,31,2,0,TRUE,1,5,0.2797906602254425,3271.550794591295
5,164,2,1523045786,7,0,18,2,0,FALSE,1,5,0,3271.550794591295
5,2,6,1523045786,7,1,1,3,1,TRUE,1,5,0,3271.550794591295
5,253,2,1523045786,7,0,26,2,0,FALSE,1,5,0.06831601034499624,3271.550794591295
5,340,2,1523045818,7,0,34,2,0,FALSE,1,5,0.04461889425657617,3271.550794591295
5,233,5,1523045818,7,1,24,2,1,FALSE,1,5,0,3271.550794591295
5,81,2,1523045818,7,0,9,2,0,FALSE,1,5,0.5872140522875791,3271.550794591295
5,181,2,1523045818,7,0,20,2,0,FALSE,1,5,0,3271.550794591295
5,231,5,1523045818,7,1,24,2,1,FALSE,1,5,0,3271.550794591295
5,332,5,1523045818,7,1,33,2,1,FALSE,1,5,0,3271.550794591295
5,113,2,1523045850,7,1,12,2,0,FALSE,0,5,0.1378795219638258,3271.550794591295
5,158,2,1523045850,7,0,18,2,0,FALSE,1,5,0,3271.550794591295
5,91,5,1523045850,7,1,11,2,1,FALSE,1,5,0.5726366487455197,3271.550794591295
5,49,5,1523045850,7,1,6,2,1,FALSE,1,5,0,3271.550794591295
5,335,5,1523045850,7,1,33,2,1,FALSE,1,5,0,3271.550794591295
5,109,2,1523045850,7,1,12,2,0,FALSE,0,5,0.09290006325110767,3271.550794591295
5,363,5,1523045891,8,1,36,2,1,FALSE,1,5,0,3271.550794591295
5,266,2,1523045891,8,0,28,2,0,FALSE,1,5,0.8243727598566308,3271.550794591295
5,59,5,1523045891,8,1,7,2,1,TRUE,1,5,0,3271.550794591295
5,194,5,1523045891,8,1,21,2,1,FALSE,1,5,0,3271.550794591295
5,121,2,1523045891,8,0,13,2,0,TRUE,1,5,0,3271.550794591295
5,284,5,1523045891,8,1,29,2,1,FALSE,1,5,0,3271.550794591295
5,320,2,1523045923,8,0,32,2,0,FALSE,1,5,0,3271.550794591295
5,13,5,1523045923,8,1,2,2,1,FALSE,1,5,0.7146990740740742,3271.550794591295
5,300,5,1523045923,8,0,30,2,1,FALSE,0,5,0.7692307692307689,3271.550794591295
5,139,2,1523045923,8,0,16,2,0,FALSE,1,5,0.6259600614439322,3271.550794591295
5,218,3,1523045923,8,1,23,1,0,FALSE,0,5,0,3271.550794591295
5,245,2,1523045923,8,0,25,2,0,TRUE,1,5,0,3271.550794591295
5,353,4,1523045964,8,1,35,1,1,FALSE,1,5,0.6724484665661135,3271.550794591295
5,326,5,1523045964,8,1,33,2,1,FALSE,1,5,0,3271.550794591295
5,185,2,1523045964,8,0,20,2,0,FALSE,1,5,0,3271.550794591295
5,93,5,1523045964,8,1,11,2,1,FALSE,1,5,0.4910714285714297,3271.550794591295
5,114,5,1523045964,8,1,12,2,1,FALSE,1,5,0.163921188630491,3271.550794591295
5,45,5,1523045964,8,1,6,2,1,FALSE,1,5,0,3271.550794591295
5,173,2,1523045988,8,0,19,2,0,TRUE,1,5,0,3271.550794591295
5,216,5,1523045988,8,0,22,2,1,FALSE,0,5,0.0326879910213238,3271.550794591295
5,162,2,1523045988,8,0,18,2,0,FALSE,1,5,0,3271.550794591295
5,313,2,1523045988,8,0,31,2,0,TRUE,1,5,0,3271.550794591295
5,235,4,1523045988,8,1,24,1,1,FALSE,1,5,0,3271.550794591295
5,255,5,1523045988,8,0,26,2,1,FALSE,0,5,0.9803921568627443,3271.550794591295
5,3,6,1523046023,8,1,1,3,1,TRUE,1,5,0,3271.550794591295
5,82,2,1523046023,8,0,9,2,0,FALSE,1,5,0.6714665032679745,3271.550794591295
5,341,5,1523046023,8,0,34,2,1,FALSE,0,5,0.09514790764790781,3271.550794591295
5,283,5,1523046023,8,1,29,2,1,FALSE,1,5,0,3271.550794591295
5,77,2,1523046023,8,0,9,2,0,FALSE,1,5,0.397509578544061,3271.550794591295
5,74,2,1523046023,8,0,9,2,0,FALSE,1,5,0.6105951152390778,3271.550794591295
5,168,2,1523046045,8,0,18,2,0,FALSE,1,5,0,3271.550794591295
5,288,5,1523046045,8,1,29,2,1,FALSE,1,5,0,3271.550794591295
5,221,2,1523046045,8,1,23,2,0,FALSE,0,5,0,3271.550794591295
5,334,5,1523046045,8,1,33,2,1,FALSE,1,5,0,3271.550794591295
5,191,2,1523046045,8,0,20,2,0,FALSE,1,5,0,3271.550794591295
5,212,2,1523046045,8,0,22,2,0,FALSE,1,5,0.03003540597525678,3271.550794591295
5,269,2,1523046100,9,0,28,2,0,FALSE,1,5,0.9176587301587303,3271.550794591295
5,367,5,1523046100,9,1,36,2,1,FALSE,1,5,0,3271.550794591295
5,58,5,1523046100,9,1,7,2,1,TRUE,1,5,0,3271.550794591295
5,200,5,1523046100,9,1,21,2,1,FALSE,1,5,1.0942760942760943,3271.550794591295
5,289,5,1523046100,9,1,29,2,1,FALSE,1,5,0,3271.550794591295
5,292,3,1523046100,9,0,30,1,0,FALSE,1,5,0.782941862402132,3271.550794591295
5,19,5,1523046135,9,1,2,2,1,FALSE,1,5,0.45553574965339605,3271.550794591295
5,124,2,1523046135,9,0,13,2,0,TRUE,1,5,0.19763042612504922,3271.550794591295
5,325,2,1523046135,9,0,32,2,0,FALSE,1,5,0,3271.550794591295
5,219,5,1523046135,9,1,23,2,1,FALSE,1,5,0,3271.550794591295
5,250,2,1523046135,9,0,25,2,0,TRUE,1,5,0,3271.550794591295
5,150,5,1523046135,9,0,16,2,1,FALSE,0,5,0.5984322390572383,3271.550794591295
5,358,5,1523046169,9,1,35,2,1,FALSE,1,5,0.4422514619883051,3271.550794591295
5,328,5,1523046169,9,1,33,2,1,FALSE,1,5,1.428571428571428,3271.550794591295
5,170,2,1523046169,9,0,19,2,0,TRUE,1,5,0,3271.550794591295
5,54,5,1523046169,9,1,6,2,1,FALSE,1,5,0,3271.550794591295
5,187,2,1523046169,9,0,20,2,0,FALSE,1,5,0,3271.550794591295
5,110,2,1523046169,9,1,12,2,0,FALSE,0,5,0.07882882882882924,3271.550794591295
5,97,5,1523046215,9,1,11,2,1,FALSE,1,5,0.4261363636363633,3271.550794591295
5,211,2,1523046215,9,0,22,2,0,FALSE,1,5,0.031732670621559045,3271.550794591295
5,310,2,1523046215,9,0,31,2,0,TRUE,1,5,0.43823326432022025,3271.550794591295
5,165,5,1523046215,9,0,18,2,1,FALSE,0,5,0.10599785891368185,3271.550794591295
